word,jyutping
國產,gwok3 caan2
國界,gwok3 gaai3
國語,gwok3 jyu5
國防,gwok3 fong4
國際,gwok3 zai3
圍棋,wai4 kei4 [wai4 kei2]
圍繞,wai4 jiu2 / wai4 jiu5
圍觀,wai4 gun1
園地,jyun4 dei6
園林,jyun4 lam4
園藝,jyun4 ngai6
圓周,jyun4 zau1
圓心,jyun4 sam1
圓滿,jyun4 mun5
圖像,tou4 zoeng6
圖示,tou4 si6
圖騰,tou4 tang4
團體,tyun4 tai2
土壤,tou2 joeng6
在世,zoi6 sai3
在場,zoi6 coeng4
在座,zoi6 zo6
在意,zoi6 ji3
在於,zoi6 jyu1
地位,dei6 wai6
地勢,dei6 sai3
地帶,dei6 daai3
地形,dei6 jing4
地步,dei6 bou6
地段,dei6 dyun6
地殼,dei6 hok3
地獄,dei6 juk6
地理,dei6 lei5
地盤,dei6 pun4
地質,dei6 zat1
地道,①dei6 dou6 ②dei6 dou6
地震,dei6 zan3
均衡,gwan1 hang4
坊間,fong1 gaan1
坦克,taan2 hak1
坦白,taan2 baak6
坦蕩,taan2 dong6
坦誠,taan2 sing4
型號,jing4 hou6
埋伏,maai4 fuk6
埋單,maai4 daan1
埋怨,maai4 jyun3
埋葬,maai4 zong3
埋頭,maai4 tau4
城鄉,sing4 hoeng1
城鎮,sing4 zan3
執政,zap1 zing3
執法,zap1 faat3
執照,zap1 ziu3
執筆,zap1 bat1
執行,zap1 hang4
培育,pui4 juk6
培訓,pui4 fan3
基因,gei1 jan1
基地,gei1 dei6
基層,gei1 cang4
基建,gei1 gin3
基於,gei1 jyu1
基本,gei1 bun2
基礎,gei1 co2
基金,gei1 gam1
堅定,gin1 ding6
堅持,gin1 ci4
堅毅,gin1 ngai6
堅決,gin1 kyut3
堆放,deoi1 fong3
堡壘,bou2 leoi5
堪稱,ham1 cing1
報仇,bou3 sau4
報到,bou3 dou3
報復,bou3 fuk6
報社,bou3 se5
報讀,bou3 duk6
報酬,bou3 cau4
場合,coeng4 hap6
場面,coeng4 min6
堵截,dou2 zit6
塑造,sou3 zou6
塵土,can4 tou2
塵埃,can4 oi1 / can4 aai1
境內,ging2 noi6
境界,ging2 gaai3
增值,zang1 zik6
增援,zang1 wun4 / zang1 jyun4
增長,zang1 zoeng2
墨水,mak6 seoi2
墮落,do6 lok6
墳墓,fan4 mou6
壁畫,bik1 waa6 [bik1 waa2]
壁虎,bik1 fu2
壓倒,aat3 dou2
壓力,aat3 lik6
壓抑,aat3 jik1
壓縮,aat3 suk1
壓迫,aat3 bik1
士氣,si6 hei3
壯大,zong3 daai6
壯麗,zong3 lai6
壽命,sau6 ming6
夕陽,zik6 joeng4
外交,ngoi6 gaau1
外來,ngoi6 loi4
外匯,ngoi6 wui6
外商,ngoi6 soeng1
外圍,ngoi6 wai4
外埠,ngoi6 fau6
外幣,ngoi6 bai6
外形,ngoi6 jing4
外界,ngoi6 gaai3
外科,ngoi6 fo1
外籍,ngoi6 zik6
外語,ngoi6 jyu5
外貿,ngoi6 mau6
外資,ngoi6 zi1
外賓,ngoi6 ban1
多元,do1 jyun4
多寡,do1 gwaa2
多時,do1 si4
多樣,do1 joeng6
夜空,je6 hung1
夜色,je6 sik1
夥伴,fo2 bun6
大使,daai6 si3
大將,daai6 zoeng3
大專,daai6 zyun1
大局,daai6 guk6
大師,daai6 si1
大戰,daai6 zin3
大批,daai6 pai1
大抵,daai6 dai2
大方,①daai6 fong1 ②daai6 fong1
大概,daai6 koi3
大漢,daai6 hon3
大綱,daai6 gong1
大肆,daai6 si3
大腦,daai6 nou5
大膽,daai6 daam2
大臣,daai6 san4
大致,daai6 zi3
大舉,daai6 geoi2
大軍,daai6 gwan1
大道,daai6 dou6
大陸,daai6 luk6
大體,daai6 tai2
天下,tin1 haa6
天倫,tin1 leon4
天堂,tin1 tong4
天子,tin1 zi2
天才,tin1 coi4
天文,tin1 man4
天涯,tin1 ngaai4
天線,tin1 sin3
天際,tin1 zai3
太子,taai3 zi2
夫婿,fu1 sai3
夭折,jiu1 zit3
失戀,sat1 lyun2 / sat1 lyun5
失控,sat1 hung3
失明,sat1 ming4
失業,sat1 jip6
失火,sat1 fo2
失誤,sat1 ng6
夾雜,gaap3 zaap6
奇特,kei4 dak6
奇異,kei4 ji6
奇觀,kei4 gun1
奇跡,kei4 zik1
奉命,fung6 ming6
奉獻,fung6 hin3
契約,kai3 joek3
奔喪,ban1 song1
奔波,ban1 bo1
奔走,ban1 zau2
奔赴,ban1 fu6
套裝,tou3 zong1
奢侈,ce1 ci2
奧祕,ou3 bei3
奪取,dyut6 ceoi2
奪目,dyut6 muk6
奮勇,fan5 jung5
奮戰,fan5 zin3
女友,neoi5 jau5
女婿,neoi5 sai3
奴隸,nou4 dai6
好些,hou2 se1
好感,hou2 gam2
好比,hou2 bei2
好轉,hou2 zyun2
如今,jyu4 gam1
如何,jyu4 ho4
如同,jyu4 tung4
如意,jyu4 ji3
如期,jyu4 kei4
如此,jyu4 ci2
妥協,to5 hip3
妥善,to5 sin6
妥當,to5 dong3
妨礙,fong4 ngoi6
始祖,ci2 zou2
委員,wai2 jyun4
委婉,wai2 jyun2
委屈,wai2 wat1
委派,wai2 paai3
委託,wai2 tok3
威力,wai1 lik6
威脅,wai1 hip3
娛樂,jyu4 lok6
婚姻,fan1 jan1
婦女,fu5 neoi5
媒介,mui4 gaai3
媒體,mui4 tai2
媳婦,sik1 fu5
嫉妒,zat6 dou3
嬉戲,hei1 hei3
子弟,zi2 dai6
字形,zi6 jing4
字眼,zi6 ngaan5
字體,zi6 tai2
存在,cyun4 zoi6
存放,cyun4 fong3
孝敬,haau3 ging3
孤立,gu1 lap6 / gu1 laap6
學位,hok6 wai6 [hok6 wai2]
學員,hok6 jyun4
學歷,hok6 lik6
學科,hok6 fo1
學者,hok6 ze2
學術,hok6 seot6
學説,hok6 syut3
學識,hok6 sik1
學院,hok6 jyun2
學額,hok6 ngaak6 [hok6 ngaak2]
宇宙,jyu5 zau6
安寧,on1 ning4
安然,on1 jin4
完善,jyun4 sin6
宏偉,wang4 wai5
宗教,zung1 gaau3
宗旨,zung1 zi2
官員,gun1 jyun4
官府,gun1 fu2
官方,gun1 fong1
定居,ding6 geoi1
定義,ding6 ji6
定點,ding6 dim2
客商,haak3 soeng1
客户,haak3 wu6
客觀,haak3 gun1
宣傳,syun1 cyun4
宣告,syun1 gou3
宣揚,syun1 joeng4
宣稱,syun1 cing1
宣言,syun1 jin4
宣誓,syun1 sai6
宣讀,syun1 duk6
室樂,sat1 ngok6
宰相,zoi2 soeng3
家事,gaa1 si6
家屬,gaa1 suk6
家族,gaa1 zuk6
家門,gaa1 mun4
容器,jung4 hei3
容積,jung4 zik1
容納,jung4 naap6
容量,jung4 loeng6
宿營,suk1 jing4
宿舍,suk1 se3
寂靜,zik6 zing6
寄宿,gei3 suk1
寄託,gei3 tok3
密切,mat6 cit3
密度,mat6 dou6
密碼,mat6 maa5
密集,mat6 zaap6
富強,fu3 koeng4
富有,fu3 jau5
富豪,fu3 hou4
寒風,hon4 fung1
寓意,jyu6 ji3
察覺,caat3 gok3
寡婦,gwaa2 fu5
實例,sat6 lai6
實力,sat6 lik6
實地,sat6 dei6
實施,sat6 si1
實用,sat6 jung6
實習,sat6 zaap6
實行,sat6 hang4
實質,sat6 zat1
實踐,sat6 cin5
實際,sat6 zai3
實驗,sat6 jim6
寧可,ning4 ho2
寧靜,ning4 zing6
寧願,ning4 jyun6
審判,sam2 pun3
審慎,sam2 san6
審查,sam2 caa4
審理,sam2 lei5
審美,sam2 mei5
寫意,se2 ji3
寫生,se2 sang1
寬免,fun1 min5
寬大,fun1 daai6
寬廣,fun1 gwong2
寬恕,fun1 syu3
寬敞,fun1 cong2
寬鬆,fun1 sung1
封鎖,fung1 so2
封閉,fung1 bai3
射擊,se6 gik1
將要,zoeng1 jiu3
將近,zoeng1 gan6
專人,zyun1 jan4
專利,zyun1 lei6
專家,zyun1 gaa1
專政,zyun1 zing3
專案,zyun1 on3
專業,zyun1 jip6
專欄,zyun1 laan4
專科,zyun1 fo1
專程,zyun1 cing4
專線,zyun1 sin3
專輯,zyun1 cap1
專門,zyun1 mun4
專題,zyun1 tai4
尊嚴,zyun1 jim4
尊貴,zyun1 gwai3
尋常,cam4 soeng4
尋求,cam4 kau4
尋覓,cam4 mik6
對外,deoi3 ngoi6
對抗,deoi3 kong3
對準,deoi3 zeon2
對照,deoi3 ziu3
對立,deoi3 lap6 / deoi3 laap6
對角,deoi3 gok3
對象,deoi3 zoeng6
導師,dou6 si1
導彈,dou6 daan6 [dou6 daan2]
導演,dou6 jin2
導致,dou6 zi3
小巧,siu2 haau2
小麥,siu2 mak6
少女,siu3 neoi5
尖鋭,zim1 jeoi6
尤其,jau4 kei4
就地,zau6 dei6
就業,zau6 jip6
就讀,zau6 duk6
尼龍,nei4 lung4
局勢,guk6 sai3
局部,guk6 bou6
局面,guk6 min6
居然,geoi1 jin4
屆時,gaai3 si4
屈服,wat1 fuk6
屈辱,wat1 juk6
屋簷,uk1 jim4 / uk1 sim4
屍體,si1 tai2
屏障,ping4 zoeng3
展望,zin2 mong6
展示,zin2 si6
展銷,zin2 siu1
展開,zin2 hoi1
屠殺,tou4 saat3
層次,cang4 ci3
履行,lei5 hang4
屬下,suk6 haa6
屬土,suk6 tou2
屬於,suk6 jyu1
山區,saan1 keoi1
山地,saan1 dei6
山嶺,saan1 ling5
山嶽,saan1 ngok6
山川,saan1 cyun1
山脈,saan1 mak6
山麓,saan1 luk1
屹立,ngat6 lap6 / ngat6 laap6
岳母,ngok6 mou5
岳父,ngok6 fu6 [ngok6 fu2]
島嶼,dou2 zeoi6
崇拜,sung4 baai3
崇高,sung4 gou1
崎嶇,kei1 keoi1
崗位,gong1 wai6 [gong1 wai2]
崛起,gwat6 hei2
崩潰,bang1 kui2
嶄新,zaam2 san1 / zaam3 san1
巖層,ngaam4 cang4
巖石,ngaam4 sek6
巡迴,ceon4 wui4
巡邏,ceon4 lo4
工夫,gung1 fu1
工序,gung1 zeoi6
工會,gung1 wui6 [gung1 wui2]
工潮,gung1 ciu4
工程,gung1 cing4
工藝,gung1 ngai6
工資,gung1 zi1
差別,caa1 bit6
差異,caa1 ji6
差距,caa1 keoi5
差餉,caai1 hoeng2
市政,si5 zing3
市鎮,si5 zan3
市面,si5 min6
布景,bou3 ging2
帝國,dai3 gwok3
帝王,dai3 wong4
師傅,si1 fu6 [si1 fu2]
師範,si1 faan6
師資,si1 zi1
帳目,zoeng3 muk6
帶動,daai3 dung6
帶子,daai3 zi2
常務,soeng4 mou6
幅度,fuk1 dou6
幕前,mok6 cin4
幕後,mok6 hau6
干擾,gon1 jiu2 / gon1 jiu5
干涉,gon1 sip3
干預,gon1 jyu6
平凡,ping4 faan4
平原,ping4 jyun4
平台,ping4 toi4
平和,ping4 wo4
平坦,ping4 taan2
平整,ping4 zing2
平方,ping4 fong1
平淡,ping4 daam6
平穩,ping4 wan2
平行,ping4 hang4
平衡,ping4 hang4
年代,nin4 doi6
年度,nin4 dou6
年期,nin4 kei4
年頭,nin4 tau4
幸而,hang6 ji4
幸虧,hang6 kwai1
幹勁,gon3 ging6 / gon3 ging3
幹線,gon3 sin3
幹警,gon3 ging2
幻想,waan6 soeng2
幼稚,jau3 zi6
幽雅,jau1 ngaa5
幽默,jau1 mak6
幾何,gei2 ho4
庇護,bei3 wu6
底線,dai2 sin3
座談,zo6 taam4
座駕,zo6 gaa3
庭院,ting4 jyun2
廉政,lim4 zing3
廉潔,lim4 git3
廠商,cong2 soeng1
廠房,cong2 fong4
廢墟,fai3 heoi1
廢除,fai3 ceoi4
廣泛,gwong2 faan3
延緩,jin4 wun6
延續,jin4 zuk6
延誤,jin4 ng6
建交,gin3 gaau1
建國,gin3 gwok3
建立,gin3 lap6 / gin3 laap6
弊病,bai6 beng6
弊端,bai6 dyun1
引擎,jan5 king4
引用,jan5 jung6
引發,jan5 faat3
引致,jan5 zi3
引誘,jan5 jau5
引進,jan5 zeon3
弘揚,wang4 joeng4
弱點,joek6 dim2
張貼,zoeng1 tip3
強制,koeng5 zai3
強勁,koeng4 ging6 / koeng4 ging3
強勢,koeng4 sai3
強化,koeng4 faa3
強大,koeng4 daai6
強弱,koeng4 joek6
強盛,koeng4 sing6
強盜,koeng4 dou6
強硬,koeng4 ngaang6
強調,koeng4 diu6
強迫,koeng5 bik1
彈性,daan6 sing3
彈藥,daan6 joek6 [daan2 joek6]
彌補,nei4 bou2 / mei4 bou2
形勢,jing4 sai3
形式,jing4 sik1
形態,jing4 taai3
形成,jing4 sing4
形象,jing4 zoeng6
形體,jing4 tai2
影像,jing2 zoeng6
影藝,jing2 ngai6
影視,jing2 si6
彷彿,fong2 fat1
彼岸,bei2 ngon6
彼此,bei2 ci2
往事,wong5 si6
往來,wong5 loi4
往往,wong5 wong5
往後,wong5 hau6
征服,zing1 fuk6
待遇,doi6 jyu6
律師,leot6 si1
律政,leot6 zing3
後世,hau6 sai3
後人,hau6 jan4
後代,hau6 doi6
後母,hau6 mou5
後父,hau6 fu6
後續,hau6 zuk6
後者,hau6 ze2
後裔,hau6 jeoi6
徐徐,ceoi4 ceoi4
徒刑,tou4 jing4
徒弟,tou4 dai6 [tou4 dai2]
得了,dak1 liu5
得失,dak1 sat1
得意,dak1 ji3
得當,dak1 dong3
得逞,dak1 cing2
徘徊,pui4 wui4
從中,cung4 zung1
從事,cung4 si6
從容,sung1 jung4
從而,cung4 ji4
御用,jyu6 jung6
復元,fuk6 jyun4
復原,fuk6 jyun4
復甦,fuk6 sou1
復興,fuk6 hing1
復蘇,fuk6 sou1
循環,ceon4 waan4
微型,mei4 jing4
微妙,mei4 miu6
微弱,mei4 joek6
微微,mei4 mei4
微波,mei4 bo1
徵收,zing1 sau1
徵文,zing1 man4
徵求,zing1 kau4
徵狀,zing1 zong6
德育,dak1 juk6
徹底,cit3 dai2
徽章,fai1 zoeng1
心事,sam1 si6
心境,sam1 ging2
心底,sam1 dai2
心態,sam1 taai3
心理,sam1 lei5
心聲,sam1 sing1
心血,sam1 hyut3
心靈,sam1 ling4
心頭,sam1 tau4
心願,sam1 jyun6
必然,bit1 jin4
必要,bit1 jiu3
忍受,jan2 sau6
志向,zi3 hoeng3
忠心,zung1 sam1
快捷,faai3 zit6
快速,faai3 cuk1
念頭,nim6 tau4
忽略,fat1 loek6
忽而,fat1 ji4
忽視,fat1 si6
怒火,nou6 fo2
思索,si1 sok3
思維,si1 wai4
思考,si1 haau2
怠慢,toi5 maan6
急劇,gap1 kek6
急躁,gap1 cou3
性命,sing3 ming6
性情,sing3 cing4
性能,sing3 nang4
性質,sing3 zat1
怨言,jyun3 jin4
恍惚,fong2 fat1
恍然,fong2 jin4
恐懼,hung2 geoi6
恐龍,hung2 lung4
恢復,fui1 fuk6
恰恰,hap1 hap1
悠久,jau4 gau2
悠悠,jau4 jau4
患者,waan6 ze2
悲傷,bei1 soeng1
悲劇,bei1 kek6
悲哀,bei1 oi1
悲憤,bei1 fan5
悲痛,bei1 tung3
悲觀,bei1 gun1
悼念,dou6 nim6
悽慘,cai1 caam2
情人,cing4 jan4
情報,cing4 bou3
情感,cing4 gam2
情懷,cing4 waai4
情景,cing4 ging2
情節,cing4 zit3
情緒,cing4 seoi5
情誼,cing4 ji4 / cing4 ji6
情調,cing4 diu6
情趣,cing4 ceoi3
情願,cing4 jyun6
惋惜,jyun2 sik1
惟一,wai4 jat1
惟有,wai4 jau5
惟獨,wai4 duk6
惠顧,wai6 gu3
惡劣,ok3 lyut3
惡化,ok3 faa3
惡性,ok3 sing3
想像,soeng2 zoeng6
意味,ji3 mei6
意圖,ji3 tou4
意志,ji3 zi3
意義,ji3 ji6
意識,ji3 sik1
意願,ji3 jyun6
愚蠢,jyu4 ceon2
愛好,oi3 hou3
愛情,oi3 cing4
感想,gam2 soeng2
感慨,gam2 koi3
感應,gam2 jing3
感染,gam2 jim5
感歎,gam2 taan3
感觸,gam2 zuk1
慈善,ci4 sin6
慈悲,ci4 bei1
慎重,san6 zung6
慨歎,koi3 taan3
慰問,wai3 man6
慶典,hing3 din2
慷慨,hong2 koi3
憂患,jau1 waan6
憂愁,jau1 sau4
憂慮,jau1 leoi6
憂鬱,jau1 wat1
憑弔,pang4 diu3
憑藉,pang4 zik6 / pang4 ze3
憑證,pang4 zing3
憔悴,ciu4 seoi6
憧憬,cung1 ging2
憲法,hin3 faat3
應對,jing3 deoi3
應徵,jing3 zing1
應邀,jing3 jiu1
懊悔,ou3 fui3
懦弱,no6 joek6
懲罰,cing4 fat6
懷孕,waai4 jan6
懸崖,jyun4 ngaai4
懸殊,jyun4 syu4
戀愛,lyun2 oi3 / lyun5 oi3
成交,sing4 gaau1
成份,sing4 fan6
成分,sing4 fan6
成名,sing4 ming4
成因,sing4 jan1
成就,sing4 zau6
成效,sing4 haau6
成敗,sing4 baai6
成本,sing4 bun2
成果,sing4 gwo2
成立,sing4 lap6 / sing4 laap6
成藥,sing4 joek6
戒嚴,gaai3 jim4
戒除,gaai3 ceoi4
截止,zit6 zi2
截至,zit6 zi3
戰亂,zin3 lyun6
戰事,zin3 si6
戰勝,zin3 sing3
戰場,zin3 coeng4
戰役,zin3 jik6
戰爭,zin3 zang1
戰略,zin3 loek6
戰線,zin3 sin3
戰績,zin3 zik1
戰術,zin3 seot6
戲劇,hei3 kek6
戲曲,hei3 kuk1
所在,so2 zoi6
所得,so2 dak1
所致,so2 zi3
所謂,so2 wai6
手下,sau2 haa6
手段,sau2 dyun6
手法,sau2 faat3
手續,sau2 zuk6
才智,coi4 zi3
才能,coi4 nang4
才華,coi4 waa4
扎實,zaat3 sat6
打倒,daa2 dou2
打動,daa2 dung6
打擊,daa2 gik1
打聽,daa2 ting3
打量,daa2 loeng4
扣除,kau3 ceoi4
扭轉,nau2 zyun2
批判,pai1 pun3
批發,pai1 faat3
批評,pai1 ping4
承包,sing4 baau1
承受,sing4 sau6
承建,sing4 gin3
承擔,sing4 daam1
承諾,sing4 nok6
承辦,sing4 baan6
技巧,gei6 haau2
技能,gei6 nang4
技術,gei6 seot6
把手,baa2 sau2
抑制,jik1 zai3
抑或,jik1 waak6
抒情,syu1 cing4
抒發,syu1 faat3
抓獲,zaau2 wok6
抓緊,zaau2 gan2
投入,tau4 jap6
投擲,tau4 zaak6
投機,tau4 gei1
投產,tau4 caan2
投資,tau4 zi1
投身,tau4 san1
抗議,kong3 ji5
折射,zit3 se6
折扣,zit3 kau3
折磨,zit3 mo4
折線,zit3 sin3
抱怨,pou5 jyun3
抱歉,pou5 hip3
抵制,dai2 zai3
抵消,dai2 siu1
抵禦,dai2 jyu6
抵達,dai2 daat6
押後,aat3 hau6
抽屜,cau1 tai3
抽樣,cau1 joeng6 [cau1 joeng2]
抽煙,cau1 jin1
抽調,cau1 diu6
抽象,cau1 zoeng6
拆卸,caak3 se3
拇指,mou5 zi2
拋售,paau1 sau6
拋棄,paau1 hei3
拍拖,paak3 to1
拍賣,paak3 maai6
拘留,keoi1 lau4
拘謹,keoi1 gan2
拚命,pun3 ming6
招募,ziu1 mou6
招牌,ziu1 paai4
招聘,ziu1 ping3
招致,ziu1 zi3
拯救,cing2 gau3
拱橋,gung2 kiu4
拼命,ping1 ming6 / ping3 ming6
拼搏,ping1 bok3 / ping3 bok3
拿手,naa4 sau2
持久,ci4 gau2
持有,ci4 jau5
持續,ci4 zuk6
指南,zi2 naam4
指引,zi2 jan5
指控,zi2 hung3
指數,zi2 sou3
指標,zi2 biu1
指紋,zi2 man4
指責,zi2 zaak3
指點,zi2 dim2
按揭,on3 kit3
按摩,on3 mo1
挑剔,tiu1 tik1
挖掘,waat3 gwat6
挫折,co3 zit3
挫敗,co3 baai6
振動,zan3 dung6
振奮,zan3 fan5
振興,zan3 hing1
挺立,ting5 lap6 / ting5 laap6
挽回,waan5 wui4
挽救,waan5 gau3
挾持,hip6 ci4
捍衞,hon6 wai6
捐款,gyun1 fun2
捐贈,gyun1 zang6
捧腹,bung2 fuk1 / pung2 fuk1
捨得,se2 dak1
掀起,hin1 hei2
掃描,sou3 miu4
掃蕩,sou3 dong6
掃除,sou3 ceoi4
掌握,zoeng2 ak1
排放,paai4 fong3
排斥,paai4 cik1
排水,paai4 seoi2
排泄,paai4 sit3
排版,paai4 baan2
排除,paai4 ceoi4
採取,coi2 ceoi2
採購,coi2 kau3 / coi2 gau3
探戈,taam3 gwo1
探測,taam3 cak1 / taam3 caak1
探究,taam3 gau3
探索,taam3 saak3
探討,taam3 tou2
探險,taam3 him2
接待,zip3 doi6
接應,zip3 jing3
接收,zip3 sau1
接種,zip3 zung3
接納,zip3 naap6
接觸,zip3 zuk1
接連,zip3 lin4
接駁,zip3 bok3
控制,hung3 zai3
推動,teoi1 dung6
推展,teoi1 zin2
推廣,teoi1 gwong2
推測,teoi1 cak1 / teoi1 caak1
推理,teoi1 lei5
推算,teoi1 syun3
推翻,teoi1 faan1
推薦,teoi1 zin3
推論,teoi1 leon6
推進,teoi1 zeon3
推銷,teoi1 siu1
掩蓋,jim2 goi3 / jim2 koi3
掩護,jim2 wu6
掩飾,jim2 sik1
措施,cou3 si1
描寫,miu4 se2
描繪,miu4 kui2
描述,miu4 seot6
提交,tai4 gaau1
提倡,tai4 coeng1 / tai4 coeng3
提升,tai4 sing1
提及,tai4 kap6
提名,tai4 ming4
提問,tai4 man6
提議,tai4 ji5
提防,tai4 fong4
提高,tai4 gou1
插圖,caap3 tou4
揭曉,kit3 hiu2
揭發,kit3 faat3
揭露,kit3 lou6
援助,wun4 zo6 / jyun4 zo6
搏鬥,bok3 dau3
搖晃,jiu4 fong2
搖籃,jiu4 laam4
搜查,sau1 caa4 / sau2 caa4
搜索,sau1 saak3 / sau2 saak3
搭配,daap3 pui3
搶劫,coeng2 gip3
摔跤,seot1 gaau1
摧殘,ceoi1 caan4
摧毀,ceoi1 wai2
摩擦,mo1 caat3
摸索,mo2 saak3
撞擊,zong6 gik1
撤軍,cit3 gwan1
撤銷,cit3 siu1
撥款,but6 fun2
撫恤,fu2 seot1
撫養,fu2 joeng5
擁抱,jung2 pou5
擁擠,jung2 zai1
擁護,jung2 wu6
擄掠,lou5 loek6
擅長,sin6 coeng4
操作,cou1 zok3
操練,cou1 lin6
操縱,cou1 zung3
擒獲,kam4 wok6
擔任,daam1 jam6
擔憂,daam1 jau1
擔當,daam1 dong1
據悉,geoi3 sik1
據説,geoi3 syut3
據點,geoi3 dim2
擠壓,zai1 aat3
擠迫,zai1 bik1
擴充,kwok3 cung1
擴大,kwok3 daai6
擴展,kwok3 zin2
擴建,kwok3 gin3
擴散,kwok3 saan3
擴闊,kwok3 fut3
擺動,baai2 dung6
擺脱,baai2 tyut3
攀登,paan1 dang1
攝影,sip3 jing2
攝氏,sip3 si6
攝製,sip3 zai3
攤位,taan1 wai6 [taan1 wai2]
攤子,taan1 zi2
攪拌,gaau2 bun6
支出,zi1 ceot1
支持,zi1 ci4
支援,zi1 wun4 / zi1 jyun4
支撐,zi1 caang1
支票,zi1 piu3
支配,zi1 pui3
收割,sau1 got3
收容,sau1 jung4
收支,sau1 zi1
收益,sau1 jik1
收縮,sau1 suk1
收購,sau1 kau3 / sau1 gau3
改動,goi2 dung6
改編,goi2 pin1
改觀,goi2 gun1
改造,goi2 zou6
改進,goi2 zeon3
改革,goi2 gaak3
攻勢,gung1 sai3
攻擊,gung1 gik1
放任,fong3 jam6
放寬,fong3 fun1
放射,fong3 se6
放鬆,fong3 sung1
政制,zing3 zai3
政權,zing3 kyun4
政治,zing3 zi6
政策,zing3 caak3
政變,zing3 bin3
政黨,zing3 dong2
故此,gu3 ci2
故障,gu3 zoeng3
效率,haau6 leot6 [haau6 leot2]
效益,haau6 jik1
效能,haau6 nang4
敍述,zeoi6 seot6
敏感,man5 gam2
敏鋭,man5 jeoi6
救援,gau3 wun4 / gau3 jyun4
救濟,gau3 zai3
敗壞,baai6 waai6
教士,gaau3 si6
教學,①gaau3 hok6 ②gaau3 hok6
教授,gaau3 sau6
教會,gaau3 wui6 [gaau3 wui2]
教材,gaau3 coi4
教育,gaau3 juk6
教誨,gaau3 fui3
敞開,cong2 hoi1
散播,saan3 bo3
散文,saan2 man4
散發,saan3 faat3
敦促,deon1 cuk1
敬佩,ging3 pui3
敬意,ging3 ji3
敬業,ging3 jip6
敬酒,ging3 zau2
敲擊,haau1 gik1
敲詐,haau1 zaa3
整修,zing2 sau1
整容,zing2 jung4
整除,zing2 ceoi4
整頓,zing2 deon6
整體,zing2 tai2
數據,sou3 geoi3
數碼,sou3 maa5
斃命,bai6 ming6
文人,man4 jan4
文件,man4 gin6 [man4 gin2]
文化,man4 faa3
文娛,man4 jyu4
文學,man4 hok6
文憑,man4 pang4
文明,man4 ming4
文物,man4 mat6
文盲,man4 maang4
文藝,man4 ngai6
斑斕,baan1 laan4
料理,liu6 lei5
斜坡,ce4 bo1
斜面,ce4 min6
新潮,san1 ciu4
新秀,san1 sau3
新穎,san1 wing6
新興,san1 hing1
斷定,dyun3 ding6
斷絕,dyun6 zyut6 [tyun5 zyut6]
方式,fong1 sik1
方案,fong1 on3
方言,fong1 jin4
方針,fong1 zam1
施展,si1 zin2
施工,si1 gung1
施政,si1 zing3
施行,si1 hang4
旅程,leoi5 cing4
旅館,leoi5 gun2
旋律,syun4 leot6
旋轉,syun4 zyun2
旋風,syun4 fung1
旗幟,kei4 ci3
旗袍,kei4 pou4 [kei4 pou2]
日後,jat6 hau6
日曆,jat6 lik6
日漸,jat6 zim6
日益,jat6 jik1
早日,zou2 jat6
早期,zou2 kei4
旺季,wong6 gwai3
昂貴,ngong4 gwai3
昌盛,coeng1 sing6
明媚,ming4 mei6
明朗,ming4 long5
明確,ming4 kok3
昏暗,fan1 am3
昏迷,fan1 mai4
昔日,sik1 jat6
星宿,sing1 sau3
星球,sing1 kau4
春色,ceon1 sik1
是否,si6 fau2
時事,si4 si6
時代,si4 doi6
時份,si4 fan6
時光,si4 gwong1
時分,si4 fan6
時刻,si4 hak1
時差,si4 caa1
時機,si4 gei1
時辰,si4 san4
時速,si4 cuk1
時髦,si4 mou4 / si4 mou1
晃動,fong2 dung6
晉級,zeon3 kap1
晚年,maan5 nin4
晚期,maan5 kei4
晚霞,maan5 haa4
晝夜,zau3 je6
普及,pou2 kap6
普查,pou2 caa4
普遍,pou2 pin3
景仰,ging2 joeng5
景氣,ging2 hei3
景觀,ging2 gun1
景象,ging2 zoeng6
景點,ging2 dim2
晶瑩,zing1 jing4
智力,zi3 lik6
智能,zi3 nang4
暗瘡,am3 cong1
暢遊,coeng3 jau4
暢銷,coeng3 siu1
暴力,bou6 lik6
暴雨,bou6 jyu5
暴露,buk6 lou6
曆法,lik6 faat3
曉得,hiu2 dak1
曙光,cyu5 gwong1
曝光,buk6 gwong1
曝曬,buk6 saai3
曠達,kwong3 daat6
曲子,kuk1 zi2
曲折,kuk1 zit3
曲線,kuk1 sin3
曲調,kuk1 diu6
更新,gang1 san1
書畫,syu1 waa6 [syu1 waa2]
書院,syu1 jyun2
最終,zeoi3 zung1
會晤,wui6 ng6
會計,wui6 gai3
會談,wui6 taam4
會議,wui6 ji5
有利,jau5 lei6
有力,jau5 lik6
有助,jau5 zo6
有如,jau5 jyu4
有幸,jau5 hang6
有待,jau5 doi6
有意,jau5 ji3
有所,jau5 so2
有效,jau5 haau6
有機,jau5 gei1
有線,jau5 sin3
有限,jau5 haan6
服役,fuk6 jik6
服飾,fuk6 sik1
朝代,ciu4 doi6
朝廷,ciu4 ting4
期待,kei4 doi6
期滿,kei4 mun5
期限,kei4 haan6
朦朧,mung4 lung4
未免,mei6 min5
未曾,mei6 cang4
末年,mut6 nin4
末期,mut6 kei4
末端,mut6 dyun1
本土,bun2 tou2
