word,jyutping
度,①dou6 ②dok6
座,zo6
廟,miu6
廠,cong2
廳,teng1
建,gin3
弄,lung6
弓,gung1
弱,joek6
張,zoeng1
彈,①daan6 ②taan4
彎,waan1
形,jing4
往,wong5
很,han2
後,hau6
得,①dak1 ②dak1 ③dak1
從,cung4
微,mei4
忍,jan2
忘,mong4
忙,mong4
快,faai3
念,nim6
怎,zam2
怕,paa3
急,gap1
性,sing3
怪,gwaai3
您,nei5
悶,①mun6 ②mun6
情,cing4
惡,①ok3 ②wu3
想,soeng2
愛,oi3
感,gam2
慌,fong1
慘,caam2
慢,maan6
慣,gwaan3
憂,jau1
懂,dung2
應,①jing1 ②jing1 ③jing3
懶,laan5
懷,waai4
我,ngo5
或,waak6
戲,hei3
戴,daai3
户,wu6
所,so2
扁,bin2
扇,sin3
手,sau2
才,coi4
打,①daa1 ②daa2
扶,fu4
批,pai1
找,zaau2
抄,caau1
把,baa2
抓,zaau2
抖,dau2
披,pei1
抱,pou5
抵,dai2
抹,①mut3 ②mut3
抽,cau1
拆,caak3
拉,laai1
拋,paau1
拌,bun6
拍,paak3
拔,bat6
拖,to1
招,ziu1
拜,baai3
拳,kyun4
拼,ping1
拾,sap6
拿,naa4
持,ci4
指,zi2
挖,waat3
振,zan3
捉,zuk1
捐,gyun1
捧,bung2 / pung2
捱,ngaai4
捲,gyun2
掃,sou3
掉,diu6
排,paai4
掘,gwat6
掛,gwaa3
採,coi2
掣,zai3
接,zip3
推,teoi1
掩,jim2
提,tai4
插,caap3
換,wun6
握,ak1
搓,co1
搖,jiu4
搜,sau1 / sau2
搞,gaau2
搬,bun1
搭,daap3
搶,coeng2
摔,seot1
摘,zaak6
撐,caang1
撕,si1
撞,zong6
撥,but6
撲,pok3
撿,gim2
擂,leoi4
操,cou1
擔,①daam1 ②daam3
擠,zai1
擦,caat3
擲,zaak6
擺,baai2
攪,gaau2
支,zi1
收,sau1
改,goi2
放,fong3
救,gau3
教,①gaau3 ②gaau3
敢,gam2
散,①saan2 ②saan3
敲,haau1
數,①sou2 ②sou3
料,liu6
斤,gan1
新,san1
斷,①dyun6 [tyun5] ②dyun3
方,fong1
於,jyu1
旁,pong4
日,jat6
早,zou2
旺,wong6
易,ji6
星,sing1
春,ceon1
是,si6
時,si4
晚,maan5
晴,cing4
暖,nyun5
暗,am3
曬,saai3
曲,①kuk1 ②kuk1
更,①gang1 ②gaang1 ②gang3
書,syu1
替,tai3
最,zeoi3
會,①wui6 ②wui6 ③wui5 ④wui6
月,jyut6
有,jau5
服,fuk6
望,mong6
期,kei4
木,muk6
未,mei6
本,bun2
朵,do2 [doe2]
杆,gon1
束,cuk1
杯,bui1
東,dung1
板,baan2
林,lam4
枝,zi1
枯,fu1
枱,toi4
架,gaa3
染,jim5
查,caa4
柳,lau5
柴,caai4
根,gan1
格,gaak3
框,hong1 / kwaang1
桶,tung2
條,tiu4
梨,lei4
梳,so1
棒,paang5
棚,paang4
棵,fo2
楊,joeng4
極,gik6
槍,coeng1
樓,lau4
樣,joeng6
樹,syu6
樽,zeon1
橋,kiu4
橙,caang4 [caang2]
欄,laan4
欠,him3
次,ci3
歌,go1
止,zi2
正,zing3
步,bou6
歲,seoi3
死,sei2
段,dyun6
殺,saat3
殼,①hok3 ②hok3
母,mou5
每,mui5
比,bei2
毛,mou4
氣,hei3
水,seoi2
求,kau4
汗,hon6
江,gong1
池,ci4
沉,cam4
沒,①mut6 ②mut6
沖,cung1
沙,saa1
河,ho4
油,jau4
沿,jyun4
泉,cyun4
法,faat3
泛,faan3
泡,①paau1 ②paau1 ③pou5 ④paau3
波,bo1
泥,nai4
洋,joeng4
洗,sai2
洞,dung6
活,wut6
派,paai3
流,lau4
浪,long6
浮,fau4
海,hoi2
浸,zam3
涼,loeng4
淋,lam4
淚,leoi6
淡,daam6 [taam5]
深,sam1
淹,jim1
淺,cin2
添,tim1
清,cing1
減,gaam2
渠,keoi4
測,cak1 / caak1
渴,hot3
游,jau4
湖,wu4
湯,tong1
溝,kau1
溪,kai1
滅,mit6
滑,waat6
滲,sam3
滴,dik6
滾,gwan2
滿,mun5
漏,lau6
漲,①zoeng3 ②zoeng3
漸,zim6
澆,giu1
濕,sap1
濺,zin3
灑,saa2
灘,taan1
火,fo2
炒,caau2
炭,taan3
炸,①zaa3 ③zaa3
為,①wai4 ②wai6
烤,haau1 / haau2
煙,jin1
煤,mui4
照,ziu3
煮,zyu2
熄,sik1
熊,hung4
熟,suk6
熱,jit6
燈,dang1
燒,siu1
爛,laan6
爪,①zaau2 ②zaau2
爬,paa4
爭,zang1
父,fu6
爺,je4
牀,cong4
牆,coeng4
片,①pin3 ②pin3
版,baan2
牌,paai4
牙,ngaa4
牛,ngau4
牠,taa1
牽,hin1
犬,hyun2
狂,kwong4
狗,gau2
狼,long4
猛,maang5
猜,caai1
玉,juk6
王,wong4
班,baan1
球,kau4
琴,kam4
環,waan4
瓜,gwaa1
瓦,ngaa5
瓶,ping4
甜,tim4
生,sang1
產,caan2
用,jung6
田,tin4
由,jau4
甲,gaap3
男,naam4
留,lau4
略,loek6
畫,①waa6 [waa2] ②waak6
當,①dong1 ②dong1 ③dong3 ④dong3
疊,dip6
疼,tang4
病,beng6 / bing6
痛,tung3
痰,taam4
瘡,cong1
瘦,sau3
登,dang1
發,faat3
白,baak6
百,baak3
的,①dik1 ②dik1 ③dik1
皮,pei4
盆,pun4
盒,hap6
盛,①sing6 ②sing4
盡,zeon6
盤,pun4
盯,ding1
直,zik6
盼,paan3
看,①hon1 ②hon3
真,zan1
眼,ngaan5
着,①zoek6 ②zoek6 ③zoek6 ④zoek3
睡,seoi6
知,zi1 / zi3
短,dyun2
矮,ai2
砌,cai3
砍,ham2
破,po3
硬,ngaang6
碎,seoi3
碗,wun2
碟,dip6
碰,pung3
磅,bong6
祝,zuk1
神,san4
票,piu3
福,fuk1
禮,lai5
禾,wo4
科,fo1
秒,miu5
租,zou1
秤,cing3
移,ji4
種,①zung2 ②zung3
稱,①cing1 ②cing3
積,zik1
穩,wan2
空,①hung1 ②hung1
穿,cyun1
窄,zaak3
窗,coeng1
窩,wo1
窮,kung4
立,lap6 / laap6
站,zaam6
竟,ging2
章,zoeng1
竹,zuk1
笑,siu3
笨,ban6
第,dai6
筆,bat1
等,dang2
筒,tung4 [tung2 ]
答,①daap3 ②daap3
算,syun3
管,gun2
箭,zin3
箱,soeng1
節,zit3
篇,pin1
築,zuk1
籮,lo4
米,mai5
粉,fan2
粒,nap1
粗,cou1
粥,zuk1
糖,tong4 [tong2]
糞,fan3
約,joek3
紅,hung4
紗,saa1
紙,zi2
級,kap1
紫,zi2
紮,①zaat3 ②zaat3
累,①leoi5 ②leoi6 ③leoi6
細,sai3
組,zou2
結,①git3 ②git3
給,kap1
絲,si1
綁,bong2
經,ging1
綠,luk6
網,mong5
緊,gan2
線,sin3
縮,suk1
織,zik1
缸,gong1
缺,kyut3
罐,gun3
置,zi3
罰,fat6
罵,maa6
罷,baa6
羊,joeng4
美,mei5
羣,kwan4
羹,gang1
翼,jik6
老,lou5
考,haau2
而,ji4
耳,ji5
聞,man4
聲,sing1
聽,①ting1 ②ting3
聾,lung4
肉,juk6
肥,fei4
肩,gin1
肯,hang2
胃,wai6
背,①bui3 ②bui3 ③bui6
胖,bun6
能,nang4
脆,ceoi3
脣,seon4
脱,tyut3
腰,jiu1
腳,goek3
腸,coeng4
腿,teoi2
臉,lim5
臭,cau3
至,zi3
與,jyu5
舉,geoi2
舊,gau6
舞,mou5
舟,zau1
船,syun4
艇,teng5
艘,sau1 / sau2
良,loeng4
花,①faa1 ②faa1
芽,ngaa4
苗,miu4
苦,fu2
茶,caa4
草,cou2
莖,hang1 / ging3
菜,coi3
萬,maan6
落,lok6
著,zyu3
葱,cung1
蒸,zing1
蓋,goi3 / koi3
薄,①bok6 ②bok6 ③bok6
藍,laam4
藏,cong4
藤,tang4
藥,joek6
號,①hou6 ②hou4
蛇,se4
蛋,daan6 [daan2]
蝦,haa1
蟬,sim4
蟲,cung4
蟹,haai5
蠟,laap6
蠶,caam4
血,①hyut3 ②hyut3
行,①hong4 ②hang4 ③hang6
街,gaai1
衝,cung1
衣,ji1
表,biu2
衫,saam1
袋,doi6
被,bei6
裏,leoi5
補,bou2
裝,zong1
襯,can3
西,sai1
要,jiu3
見,gin3
視,si6
親,can1
角,gok3
解,gaai2
討,tou2
訓,fan3
記,gei3
評,ping4
詞,ci4
試,si3
詩,si1
話,waa6
詳,coeng4
語,jyu5
誤,ng6
説,①seoi3 ②syut3
誰,seoi4
課,fo3
調,①diu6 ②diu6 ③tiu4
談,taam4
請,cing2
講,gong2
謝,ze6
讀,duk6
變,bin3
讓,joeng6
豆,dau6
象,zoeng6
豬,zyu1
豹,paau3
貓,maau1
財,coi4
貨,fo3
貴,gwai3
買,maai5
貼,tip3
賊,caak6
賣,maai6
購,kau3 / gau3
賽,coi3
走,zau2
起,hei2
趕,gon2
跌,dit3
跑,paau2
跟,gan1
路,lou6
跳,tiu3
踏,daap6
踢,tek3
踩,caai2
身,san1
躲,do2
躺,tong2
車,①geoi1 ②ce1
軍,gwan1
軟,jyun5
載,①zoi2 ②zoi3 ③zoi3 ④zoi3
輕,hing1
輛,loeng6
輪,leon4
輸,syu1
轉,①zyun2 ②zyun3
辦,baan6
近,gan6 [kan5]
返,faan2
迷,mai4
追,zeoi1
退,teoi3
送,sung3
逃,tou4
逗,dau6
通,tung1
逛,kwaang3
造,zou6
逢,fung4
連,lin4
進,zeon3
遇,jyu6
遊,jau4
運,wan6
遍,pin3
過,gwo3
道,dou6
達,daat6
遠,jyun5
遮,ze1
遲,ci4
選,syun2
避,bei6
還,①waan4 ②waan4
部,bou6
都,①dou1 ②dou1
配,pui3
酒,zau2
酸,syun1
醒,sing2
醜,cau2
醫,ji1
里,lei5
重,①cung4 ②cung5 ③zung6
野,je5
釘,①deng1 ②deng1 ③deng1
針,zam1
釣,diu3
鈎,ngau1
鈴,ling4
鉗,kim4
鋸,geoi3 [goe3]
鋼,gong3
錢,cin4 [cin2]
錯,co3
鍋,wo1
鐘,zung1
鑽,zyun3
長,①coeng4 ②zoeng2 ③zoeng2
門,mun4
閂,saan1
閃,sim2
開,hoi1
間,①gaan1 ②gaan3
闊,fut3
關,gwaan1
防,fong4
阿,①aa3 ②o1
降,①gong3 ②hong4
限,haan6
院,jyun2
陣,zan6
除,ceoi4
陪,pui4
陰,jam1
陸,luk6
隊,deoi6
隨,ceoi4
險,him2
隻,zek3
雁,ngaan6
雙,soeng1
雞,gai1
難,①naan4 ②naan6
雨,jyu5
雪,syut3
雲,wan4
零,ling4
雷,leoi4
電,din6
需,seoi1
震,zan3
霜,soeng1
霧,mou6
露,①lou6 ②lou6
青,cing1
靜,zing6
非,fei1
面,min6
鞋,haai4
音,jam1
響,hoeng2
頁,jip6
頂,ding2
項,hong6
順,seon6
頓,deon6
領,ling5
頭,tau4
顆,fo2
題,tai4
類,leoi6
風,fung1
飄,piu1
飛,fei1
食,sik6
飯,faan6
飲,jam2
飽,baau2
養,joeng5
餐,caan1
餓,ngo6
餘,jyu4
館,gun2
餵,wai3
香,hoeng1
馬,maa5
駛,sai2
騎,ke4
騙,pin3
髒,zong1
高,gou1
鬆,sung1
鬥,dau3
鬼,gwai2
魚,jyu4
鮮,①sin1 ②sin2
鳥,niu5
鵝,ngo4 [ngo2]
鷹,jing1
鹹,haam4
鹽,jim4
鹿,luk6
麪,min6
黃,wong4
黑,hak1
點,dim2
鼓,gu2
龍,lung4
龜,gwai1
一下,jat1 haa5
一些,jat1 se1
一共,jat1 gung6
一切,jat1 cai3
一半,jat1 bun3
一口,jat1 hau2
一同,jat1 tung4
一向,jat1 hoeng3
一定,jat1 ding6
一心,jat1 sam1
一手,jat1 sau2
一旁,jat1 pong4
一早,jat1 zou2
一時,jat1 si4
一樣,jat1 joeng6
一片,jat1 pin3
一直,jat1 zik6
一般,jat1 bun1
一起,jat1 hei2
一路,jat1 lou6
一身,jat1 san1
一連,jat1 lin4
一道,jat1 dou6
一邊,jat1 bin1
一面,jat1 min6
一齊,jat1 cai4
七彩,cat1 coi2
丈夫,①zoeng6 fu1 ②zoeng6 fu1
上下,soeng6 haa6
上來,soeng5 loi4
上列,soeng6 lit6
上前,soeng5 cin4
上升,soeng6 sing1
上午,soeng6 ng5
上去,soeng5 heoi3
上學,soeng5 hok6
上山,soeng5 saan1
上映,soeng5 jing2
上月,soeng6 jyut6
上海,soeng6 hoi2
上游,soeng6 jau4
上班,soeng5 baan1
上空,soeng6 hung1
上衣,soeng6 ji1
上課,soeng5 fo3
上門,soeng5 mun4
上陣,soeng5 zan6
上頭,soeng6 tau4
下來,①haa6 loi4 ②haa6 loi4
下列,haa6 lit6
下午,haa6 ng5
下去,①haa6 heoi3 ②haa6 heoi3
下巴,haa6 baa1
下班,haa6 baan1
下課,haa6 fo3
下降,haa6 gong3
不一,bat1 jat1
不久,bat1 gau2
不但,bat1 daan6
不住,bat1 zyu6
不停,bat1 ting4
不再,bat1 zoi3
不可,bat1 ho2
不安,bat1 on1
不對,bat1 deoi3
不少,bat1 siu2
不平,bat1 ping4
不幸,bat1 hang6
不得,bat1 dak1
不必,bat1 bit1
不成,bat1 sing4
不料,bat1 liu6
不斷,bat1 dyun6
不止,bat1 zi2
不法,bat1 faat3
不滿,bat1 mun5
不獨,bat1 duk6
不用,bat1 jung6
不盡,bat1 zeon6
不禁,bat1 gam3
不要,bat1 jiu3
不見,bat1 gin3
不許,bat1 heoi2
不論,bat1 leon6
不過,bat1 gwo3
不適,bat1 sik1
不錯,①bat1 co3 ②bat1 co3
不顧,bat1 gu3
世上,sai3 soeng6
世界,sai3 gaai3
並且,bing6 ce2
中午,zung1 ng5
中國,zung1 gwok3
中央,zung1 joeng1
中學,zung1 hok6
中年,zung1 nin4
中心,zung1 sam1
中文,zung1 man4
中樂,zung1 ngok6
中毒,zung3 duk6
中藥,zung1 joek6
中醫,zung1 ji1
中間,zung1 gaan1
串謀,cyun3 mau4
丸子,jyun4 zi2 [jyun2 zi2]
主人,zyu2 jan4
主任,zyu2 jam6
主動,zyu2 dung6
主意,zyu2 ji3
主要,zyu2 jiu3
主角,zyu2 gok3
主題,zyu2 tai4
之內,zi1 noi6
之外,zi1 ngoi6
乒乓,ping1 pong1 [bing1 bam1]
乖巧,gwaai1 haau2
乘坐,sing4 zo6 [sing4 co5]
乘客,sing4 haak3
乘搭,sing4 daap3
乘數,sing4 sou3
乘涼,sing4 loeng4
乞丐,hat1 koi3
乾淨,gon1 zing6
事事,si6 si6
事件,si6 gin6 [si6 gin2]
事先,si6 sin1
事務,si6 mou6
事情,si6 cing4
事業,si6 jip6
事項,si6 hong6
二胡,ji6 wu4 [ji6 wu2]
互助,wu6 zo6
互相,wu6 soeng1
亞洲,aa3 zau1
亞軍,aa3 gwan1
交換,gaau1 wun6
交通,gaau1 tung1
交錯,gaau1 cok3
享受,hoeng2 sau6
享福,hoeng2 fuk1
京城,ging1 sing4
亭子,ting4 zi2
人們,jan4 mun4
人像,jan4 zoeng6
人參,jan4 sam1
人口,jan4 hau2
人員,jan4 jyun4
人家,①jan4 gaa1 ②jan4 gaa1
人工,jan4 gung1
人數,jan4 sou3
人民,jan4 man4
人物,jan4 mat6
人羣,jan4 kwan4
人選,jan4 syun2
人頭,jan4 tau4
人類,jan4 leoi6
人體,jan4 tai2
什麼,sam6 mo1
今夜,gam1 je6
今天,gam1 tin1
今宵,gam1 siu1
今後,gam1 hau6
今日,gam1 jat6
今晚,gam1 maan5
介紹,gaai3 siu6
仍然,jing4 jin4
仔細,zi2 sai3
他人,taa1 jan4
他們,taa1 mun4
仙境,sin1 ging2
仙女,sin1 neoi5
代替,doi6 tai3
代表,doi6 biu2
以前,ji5 cin4
以外,ji5 ngoi6
以後,ji5 hau6
以為,ji5 wai4
任何,jam6 ho4
任由,jam6 jau4
份量,fan6 loeng6
企鵝,kei5 ngo4 [kei5 ngo2]
伊麪,ji1 min6
休息,jau1 sik1
伯伯,baak3 baak3
伯母,baak3 mou5
伯父,baak3 fu6
伸縮,san1 suk1
似的,ci5 dik1
但是,daan6 si6
佈置,bou3 zi3
位置,wai6 zi3
低下,dai1 haa6
低頭,dai1 tau4
住宅,zyu6 zaak6
住户,zyu6 wu6
住房,zyu6 fong4
住院,zyu6 jyun2
佔用,zim3 jung6
何必,ho4 bit1
作品,zok3 ban2
作弄,zok3 lung6
作惡,zok3 ok3
作文,zok3 man4 [zok3 man2]
作案,zok3 on3
作業,zok3 jip6
作物,zok3 mat6
作答,zok3 daap3
作者,zok3 ze2
你們,nei5 mun4
佩服,pui3 fuk6
佳節,gaai1 zit3
佳音,gaai1 jam1
使用,si2 jung6 [sai2 jung6]
來信,loi4 seon3
來到,loi4 dou3
來回,loi4 wui4
來往,loi4 wong5
來源,loi4 jyun4
來臨,loi4 lam4
來電,loi4 din6
例如,lai6 jyu4
例子,lai6 zi2
侍從,si6 cung4
侍應,si6 jing3
供應,gung1 jing3
依然,ji1 jin4
依照,ji1 ziu3
便利,bin6 lei6
便宜,pin4 ji4
俗話,zuk6 waa6
保存,bou2 cyun4
保持,bou2 ci4
保温,bou2 wan1
保留,bou2 lau4
保證,bou2 zing3
保護,bou2 wu6
保鮮,bou2 sin1
信件,seon3 gin6 [seon3 gin2]
信任,seon3 jam6
信封,seon3 fung1
信徒,seon3 tou4
信心,seon3 sam1
信箱,seon3 soeng1
修剪,sau1 zin2
修女,sau1 neoi5
修理,sau1 lei5
修補,sau1 bou2
倉鼠,cong1 syu2
個人,go3 jan4
個位,go3 wai6 [go3 wai2]
個別,go3 bit6
倍數,pui5 sou3
倒映,dou3 jing2
倒轉,dou3 zyun3
倒霉,dou2 mui4
倘若,tong2 joek6
值勤,zik6 kan4
值得,zik6 dak1
值班,zik6 baan1
假如,gaa2 jyu4
假日,gaa3 jat6
假期,gaa3 kei4
假若,gaa2 joek6
偉人,wai5 jan4
偉大,wai5 daai6
偏偏,pin1 pin1
偏僻,pin1 pik1
偏食,pin1 sik6
做事,zou6 si6
做工,zou6 gung1
做法,zou6 faat3
做飯,zou6 faan6
停止,ting4 zi2
停泊,ting4 bok6
停留,ting4 lau4
健康,gin6 hong1
偶數,ngau5 sou3
偶然,ngau5 jin4
偷偷,tau1 tau1
偷渡,tau1 dou6
傍晚,pong4 maan5
傭人,jung4 jan4
傳播,cyun4 bo3
傳染,cyun4 jim5
傳説,cyun4 syut3
傷亡,soeng1 mong4
傷口,soeng1 hau2
傷害,soeng1 hoi6
傷心,soeng1 sam1
傷者,soeng1 ze2
傷風,soeng1 fung1
傻子,so4 zi2
傾聽,king1 ting3
僕人,buk6 jan4
價值,gaa3 zik6
價格,gaa3 gaak3
價錢,gaa3 cin4
儀式,ji4 sik1
優美,jau1 mei5
優良,jau1 loeng4
優點,jau1 dim2
儲值,cyu5 zik6
儲蓄,cyu5 cuk1
元旦,jyun4 daan3
兄妹,hing1 mui6
兄弟,hing1 dai6
兄長,hing1 zoeng2
充份,cung1 fan6
充分,cung1 fan6
充沛,cung1 pui3
充滿,cung1 mun5
充裕,cung1 jyu6
充足,cung1 zuk1
充饑,cung1 gei1
兇徒,hung1 tou4
兇惡,hung1 ok3
兇手,hung1 sau2
兇猛,hung1 maang5
先後,sin1 hau6
先生,sin1 sang1 [sin1 saang1]
光亮,gwong1 loeng6
光明,gwong1 ming4
光滑,gwong1 waat6
光盤,gwong1 pun4
光碟,gwong1 dip6 [gwong1 dip2]
光線,gwong1 sin3
光陰,gwong1 jam1
克服,hak1 fuk6
免費,min5 fai3
兒女,ji4 neoi5
兒子,ji4 zi2
兒歌,ji4 go1
兒童,ji4 tung4
兔子,tou3 zi2
入伙,jap6 fo2
入侵,jap6 cam1
入口,①jap6 hau2 ②jap6 hau2
入圍,jap6 wai4
入場,jap6 coeng4
入學,jap6 hok6
入息,jap6 sik1
入睡,jap6 seoi6
入選,jap6 syun2
內向,noi6 hoeng3
內容,noi6 jung4
全力,cyun4 lik6
全部,cyun4 bou6
全體,cyun4 tai2
兩岸,loeng5 ngon6
兩旁,loeng5 pong4
八卦,baat3 gwaa3
公主,gung1 zyu2
公仔,gung1 zai2
公僕,gung1 buk6
公公,gung1 gung1
公共,gung1 gung6
公分,gung1 fan1
公升,gung1 sing1
公司,gung1 si1
公園,gung1 jyun4
公安,gung1 on1
公尺,gung1 cek3
公屋,gung1 uk1
公平,gung1 ping4
公廁,gung1 ci3
公斤,gung1 gan1
公正,gung1 zing3
公用,gung1 jung6
公眾,gung1 zung3
公立,gung1 lap6 / gung1 laap6
公路,gung1 lou6
公轉,gung1 zyun3
公里,gung1 lei5
公開,gung1 hoi1
共同,gung6 tung4
共用,gung6 jung6
其中,kei4 zung1
其他,kei4 taa1
其實,kei4 sat6
其餘,kei4 jyu4
具有,geoi6 jau5
典禮,din2 lai5
再次,zoi3 ci3
再見,zoi3 gin3
冒牌,mou6 paai4
冠軍,gun3 gwan1
冤枉,jyun1 wong2
冬天,dung1 tin1
冬季,dung1 gwai3
冬瓜,dung1 gwaa1
冬眠,dung1 min4
冰冷,bing1 laang5
冰封,bing1 fung1
冰箱,bing1 soeng1
冰雪,bing1 syut3
冷氣,laang5 hei3
冷飲,laang5 jam2
准許,zeon2 heoi2
凡是,faan4 si6
出世,ceot1 sai3
出事,ceot1 si6
出來,ceot1 loi4
出入,ceot1 jap6
出去,ceot1 heoi3
出口,①ceot1 hau2 ②ceot1 hau2
出名,ceot1 ming4 [ceot1 meng2]
出境,ceot1 ging2
出外,ceot1 ngoi6
出席,ceot1 zik6
出沒,ceot1 mut6
出現,ceot1 jin6
出生,ceot1 sang1
出產,ceot1 caan2
出發,ceot1 faat3
出神,ceot1 san4
出色,ceot1 sik1
出走,ceot1 zau2
出門,ceot1 mun4
出院,ceot1 jyun2
刀子,dou1 zi2
分享,fan1 hoeng2
分別,fan1 bit6
分割,fan1 got3
分子,①fan6 zi2 ②fan6 zi2
分工,fan1 gung1
分數,①fan1 sou3 ②fan6 sou3
分組,fan1 zou2
分辨,fan1 bin6
分配,fan1 pui3
分量,fan6 loeng6
分鐘,fan1 zung1
分開,fan1 hoi1
分類,fan1 leoi6
列車,lit6 ce1
初時,co1 si4
初步,co1 bou6
初賽,co1 coi3
別人,①bit6 jan4 ②bit6 jan4
利市,lei6 si5
利是,lei6 si6
利用,lei6 jung6
到場,dou3 coeng4
到底,①dou3 dai2 ②dou3 dai2
到處,dou3 cyu3
到達,dou3 daat6
制服,①zai3 fuk6 ②zai3 fuk6
刷子,caat3 zi2
刻苦,hak1 fu2
前來,cin4 loi4
前天,cin4 tin1
前往,cin4 wong5
前後,cin4 hau6
前日,cin4 jat6
前頭,cin4 tau4
剎車,saat3 ce1
剛剛,gong1 gong1
剛好,gong1 hou2
剛才,gong1 coi4
剩下,sing6 haa6
剩餘,sing6 jyu4
剪刀,zin2 dou1
