word,jyutping
創舉,cong3 geoi2
創辦,cong3 baan6
劇院,kek6 jyun2
劇集,kek6 zaap6
力氣,lik6 hei3
力量,lik6 loeng6
功夫,gung1 fu1
功用,gung1 jung6
功課,gung1 fo3
加上,gaa1 soeng5
加價,gaa1 gaa3
加入,gaa1 jap6
加強,gaa1 koeng4
加快,gaa1 faai3
加插,gaa1 caap3
加油,gaa1 jau4 [gaa1 jau2]
加緊,gaa1 gan2
加薪,gaa1 san1
助手,zo6 sau2
助養,zo6 joeng5
努力,nou5 lik6
劫案,gip3 on3
勇士,jung5 si6
勇敢,jung5 gam2
勇氣,jung5 hei3
勒索,lak6 sok3
動人,dung6 jan4
動作,dung6 zok3
動手,dung6 sau2
動搖,dung6 jiu4
動物,dung6 mat6
動畫,dung6 waa6 [dung6 waa2]
動聽,dung6 ting3
動詞,dung6 ci4
動身,dung6 san1
勝利,sing3 lei6
勞作,lou4 zok3
勞力,lou4 lik6
勞動,lou4 dung6
勞累,lou4 leoi6
勤勞,kan4 lou4
勤奮,kan4 fan5
勸告,hyun3 gou3
包含,baau1 ham4
包圍,baau1 wai4
包子,baau1 zi2
包括,baau1 kut3
包袱,baau1 fuk6
包裝,baau1 zong1
包裹,baau1 gwo2
匆匆,cung1 cung1
匆忙,cung1 mong4
北京,bak1 ging1
十分,sap6 fan1
十足,sap6 zuk1
千克,cin1 hak1
千萬,cin1 maan6
升學,sing1 hok6
升讀,sing1 duk6
升降,sing1 gong3
午夜,ng5 je6
午飯,ng5 faan6
午餐,ng5 caan1
半夜,bun3 je6
半天,bun3 tin1
協助,hip3 zo6
南瓜,naam4 gwaa1
卡片,kaat1 pin3 [kaat1 pin2]
卡車,kaa1 ce1
卡通,kaa1 tung1
印象,jan3 zoeng6
危險,ngai4 him2
即刻,zik1 hak1
即場,zik1 coeng4
即將,zik1 zoeng1
即日,zik1 jat6
即時,zik1 si4
即食,zik1 sik6
厘米,lei4 mai5
原來,jyun4 loi4
原因,jyun4 jan1
原始,jyun4 ci2
原料,jyun4 liu6 [jyun4 liu2]
原諒,jyun4 loeng6
原野,jyun4 je5
厲害,lai6 hoi6
去年,heoi3 nin4
參加,caam1 gaa1
參考,caam1 haau2
參觀,caam1 gun1
參賽,caam1 coi3
叉子,caa1 zi2
叉燒,caa1 siu1
及時,kap6 si4
及格,kap6 gaak3
友善,jau5 sin6
友情,jau5 cing4
友愛,jau5 oi3
友誼,jau5 ji4 / jau5 ji6
反對,faan2 deoi3
反方,faan2 fong1
叔叔,suk1 suk1
叔父,suk1 fu6
取得,ceoi2 dak1
取消,ceoi2 siu1
取笑,ceoi2 siu3
受傷,sau6 soeng1
口吻,hau2 man5
口氣,hau2 hei3
口水,hau2 seoi2
口渴,hau2 hot3
口腔,hau2 hong1
口袋,hau2 doi6
古代,gu2 doi6
古怪,gu2 gwaai3
古箏,gu2 zang1
古老,gu2 lou5
古跡,gu2 zik1
句子,geoi3 zi2
句號,geoi3 hou6
另外,ling6 ngoi6
只好,zi2 hou2
只得,zi2 dak1
只是,zi2 si6
只有,zi2 jau5
只能,zi2 nang4
只要,zi2 jiu3
叫做,giu3 zou6
叫喊,giu3 haam3
叫喚,giu3 wun6
叫聲,giu3 sing1
可以,ho2 ji5
可口,ho2 hau2
可怕,ho2 paa3
可惜,ho2 sik1
可愛,ho2 oi3
可憐,ho2 lin4
可是,ho2 si6
可能,ho2 nang4
可靠,ho2 kaau3
台北,toi4 bak1
台灣,toi4 waan1
台詞,toi4 ci4
台階,toi4 gaai1
司令,si1 ling6
司機,si1 gei1
吃力,hek3 lik6
吃飯,hek3 faan6
各位,gok3 wai6 [gok3 wai2]
各地,gok3 dei6
各種,gok3 zung2
各自,gok3 zi6
合作,hap6 zok3
合共,hap6 gung6
合力,hap6 lik6
合格,hap6 gaak3
合照,hap6 ziu3
合理,hap6 lei5
合計,hap6 gai3
合適,hap6 sik1
吉他,gat1 taa1
吉利,gat1 lei6
同一,tung4 jat1
同事,tung4 si6
同伴,tung4 bun6
同學,tung4 hok6
同情,tung4 cing4
同意,tung4 ji3
同時,tung4 si4
同樣,tung4 joeng6
同行,①tung4 hong4 ②tung4 hang4
同類,tung4 leoi6
名人,ming4 jan4
名勝,ming4 sing3
名單,ming4 daan1
名字,ming4 zi6
名將,ming4 zoeng3
名次,ming4 ci3
名片,ming4 pin3 [ming4 pin2]
名牌,ming4 paai4
名稱,ming4 cing1
名詞,ming4 ci4
名貴,ming4 gwai3
吐司,tou3 si1
吩咐,fan1 fu3 / fan1 fu6
吵架,caau2 gaa3
吸引,kap1 jan5
吸收,kap1 sau1
呆子,daai1 zi2
告別,gou3 bit6
告訴,gou3 sou3
告辭,gou3 ci4
周圍,zau1 wai4
周記,zau1 gei3
味道,mei6 dou6
呵欠,ho1 him3
呼叫,fu1 giu3
呼吸,fu1 kap1
命令,ming6 ling6
和善,wo4 sin6
和尚,wo4 soeng6 [wo4 soeng2]
和平,wo4 ping4
和服,wo4 fuk6
和氣,wo4 hei3
和睦,wo4 muk6
和藹,wo4 oi2
和諧,wo4 haai4
咖啡,gaa3 fe1
咖喱,gaa3 lei1
咪表,mai1 biu1
咳嗽,kat1 sau3
品嘗,ban2 soeng4
品嚐,ban2 soeng4
品德,ban2 dak1
哈哈,haa1 haa1
哈欠,haa1 him3
哎呀,aai1 aa1
哎喲,aai1 jo1
哥哥,go1 go1
哨子,saau3 zi2
哪些,naa5 se1
哪個,naa5 go3
哪兒,naa5 ji4
哪樣,naa5 joeng6
哪裏,naa5 leoi5
哭泣,huk1 jap1
唐詩,tong4 si1
售價,sau6 gaa3
售賣,sau6 maai6
唱歌,coeng3 go1
商人,soeng1 jan4
商品,soeng1 ban2
商場,soeng1 coeng4
商店,soeng1 dim3
商業,soeng1 jip6
商販,soeng1 faan3
商量,soeng1 loeng4
問候,man6 hau6
問答,man6 daap3
問號,man6 hou6
問題,man6 tai4
啤酒,be1 zau2
啼哭,tai4 huk1
喃喃,naam4 naam4
善款,sin6 fun2
善良,sin6 loeng4
喇叭,laa3 baa1
喉嚨,hau4 lung4
喚醒,wun6 sing2
喜劇,hei2 kek6
喜愛,hei2 oi3
喜歡,hei2 fun1
喝采,hot3 coi2
單元,daan1 jyun4
單字,daan1 zi6
單打,daan1 daa2
單獨,daan1 duk6
單詞,daan1 ci4
單車,daan1 ce1
嗡嗡,jung1 jung1
嘔吐,au2 tou3
嘗試,soeng4 si3
嘲笑,zaau1 siu3
嘴巴,zeoi2 baa1
嘴脣,zeoi2 seon4
嘹亮,liu4 loeng6
器具,hei3 geoi6
噴嚏,pan3 tai3
嚴重,jim4 zung6
囚犯,cau4 faan6 [cau4 faan2]
四出,sei3 ceot1
四周,sei3 zau1
四季,sei3 gwai3
四方,①sei3 fong1 ②sei3 fong1
四肢,sei3 zi1
四處,sei3 cyu3
四面,sei3 min6
回來,wui4 loi4
回信,wui4 seon3
回到,wui4 dou3
回去,wui4 heoi3
回合,wui4 hap6
回家,wui4 gaa1
回復,wui4 fuk6 / wui4 fuk1
回想,wui4 soeng2
回收,wui4 sau1
回程,wui4 cing4
回答,wui4 daap3
回聲,wui4 sing1
因此,jan1 ci2
因為,jan1 wai6
困難,kwan3 naan4
固定,gu3 ding6
國外,gwok3 ngoi6
國家,gwok3 gaa1
國慶,gwok3 hing3
國文,gwok3 man4
國旗,gwok3 kei4
國歌,gwok3 go1
國王,gwok3 wong4
國籍,gwok3 zik6
圍巾,wai4 gan1
圍牆,wai4 coeng4
園丁,jyun4 ding1
園子,jyun4 zi2
圓圈,jyun4 hyun1
圓形,jyun4 jing4
圖形,tou4 jing4
圖書,tou4 syu1
圖案,tou4 on3
圖片,tou4 pin3 [tou4 pin2]
圖畫,tou4 waa6 [tou4 waa2]
圖表,tou4 biu2
團圓,tyun4 jyun4
團結,tyun4 git3
團聚,tyun4 zeoi6
土地,tou2 dei6
地上,dei6 soeng6
地下,①dei6 haa6 ②dei6 haa6
地區,dei6 keoi1
地圖,dei6 tou4
地址,dei6 zi2
地方,①dei6 fong1 ②dei6 fong1
地板,dei6 baan2
地毯,dei6 taan2 / dei6 taam2
地球,dei6 kau4
地鐵,dei6 tit3
地點,dei6 dim2
均勻,gwan1 wan4
垂直,seoi4 zik6
垃圾,laap6 saap3
城堡,sing4 bou2
城市,sing4 si5
培養,pui4 joeng5
堅固,gin1 gu3
堅強,gin1 koeng4
堅硬,gin1 ngaang6
堆填,deoi1 tin4
堆積,deoi1 zik1
報刊,bou3 hon1 / bou3 hon2
報名,bou3 ming4 [bou3 meng2]
報告,bou3 gou3
報失,bou3 sat1
報時,bou3 si4
報案,bou3 on3
報章,bou3 zoeng1
報答,bou3 daap3
報紙,bou3 zi2
報警,bou3 ging2
報道,bou3 dou6
報館,bou3 gun2
場地,coeng4 dei6
場所,coeng4 so2
堵車,dou2 ce1
塑像,sou3 zoeng6
塑料,sou3 liu6 [sou3 liu2]
塑膠,sou3 gaau1
塗改,tou4 goi2
塞車,sak1 ce1
填充,tin4 cung1
填詞,tin4 ci4
增加,zang1 gaa1
增多,zang1 do1
增強,zang1 koeng4
增添,zang1 tim1
增進,zang1 zeon3
壁報,bik1 bou3
壞事,waai6 si6
士兵,si6 bing1
士卒,si6 zeot1
壯觀,zong3 gun1
壽司,sau6 si1
夏天,haa6 tin1
夏季,haa6 gwai3
夏日,haa6 jat6
外人,ngoi6 jan4
外公,ngoi6 gung1
外出,ngoi6 ceot1
外國,ngoi6 gwok3
外地,ngoi6 dei6
外套,ngoi6 tou3
外婆,ngoi6 po4
外殼,ngoi6 hok3
外甥,ngoi6 sang1
外衣,ngoi6 ji1
外表,ngoi6 biu2
外貌,ngoi6 maau6
外邊,ngoi6 bin1
外間,ngoi6 gaan1
外頭,ngoi6 tau4
多久,do1 gau2
多半,do1 bun3
多士,do1 si6 [do1 si2]
多少,①do1 siu2 ②do1 siu2
多數,do1 sou3
多謝,do1 ze6
多餘,do1 jyu4
多麼,do1 mo1
夜晚,je6 maan5
夜裏,je6 leoi5
夜間,je6 gaan1
夢想,mung6 soeng2
大事,daai6 si6
大人,①daai6 jan4 ②daai6 jan4
大便,daai6 bin6
大力,daai6 lik6
大半,daai6 bun3
大哥,daai6 go1
大地,daai6 dei6
大多,daai6 do1
大大,daai6 daai6
大學,daai6 hok6
大家,①daai6 gaa1 ②daai6 gaa1
大小,daai6 siu2
大廈,daai6 haa6
大廳,daai6 teng1
大意,①daai6 ji3 ②daai6 ji3
大樓,daai6 lau4
大海,daai6 hoi2
大王,①daai6 wong4 ②daai6 wong4
大眾,daai6 zung3
大約,daai6 joek3
大街,daai6 gaai1
大衣,daai6 ji1
大賽,daai6 coi3
大選,daai6 syun2
大都,daai6 dou1
大量,daai6 loeng6
大門,daai6 mun4
大隊,daai6 deoi6
天上,tin1 soeng6
天亮,tin1 loeng6
天使,tin1 si3
天地,tin1 dei6
天天,tin1 tin1
天橋,tin1 kiu4
天氣,tin1 hei3
天然,tin1 jin4
天生,tin1 sang1
天真,tin1 zan1
天空,tin1 hung1
天色,tin1 sik1
天象,tin1 zoeng6
天邊,tin1 bin1
天鵝,tin1 ngo4
太太,taai3 taai3 [taai3 taai2]
太平,taai3 ping4
太空,taai3 hung1
太陽,taai3 joeng4
夫人,fu1 jan4
夫妻,fu1 cai1
夫婦,fu1 fu5
失主,sat1 zyu2
失去,sat1 heoi3
失意,sat1 ji3
失敗,sat1 baai6
失望,sat1 mong6
失蹤,sat1 zung1
夾子,gaap3 zi2
奇妙,kei4 miu6
奇怪,kei4 gwaai3
奇數,gei1 sou3
奇景,kei4 ging2
奔跑,ban1 paau2
奔馳,ban1 ci4
套票,tou3 piu3
套餐,tou3 caan1
奪得,dyut6 dak1
奮力,fan5 lik6
奮鬥,fan5 dau3
女人,①neoi5 jan4 ②neoi5 jan4
女兒,neoi5 ji4
女士,neoi5 si6
女子,neoi5 zi2
女孩,neoi5 haai4
女生,neoi5 sang1
女郎,neoi5 long4
奶奶,naai5 naai5 [naai4 naai2]
奶油,naai5 jau4
奶粉,naai5 fan2
奶酪,naai5 lok3
她們,taa1 mun4
好像,hou2 zoeng6
好友,hou2 jau5
好吃,hou2 hek3
好奇,hou3 kei4
好好,hou2 hou2
好意,hou2 ji3
好手,hou2 sau2
好看,hou2 hon3
好笑,hou2 siu3
好聽,hou2 ting1
好處,hou2 cyu3
如果,jyu4 gwo2
妖怪,jiu2 gwaai3
妹妹,mui6 mui6
妻子,cai1 zi2
姊妹,zi2 mui6
姊姊,zi2 zi2
始終,ci2 zung1
姐妹,ze2 mui6
姐姐,ze2 ze2
姑丈,gu1 zoeng6
姑娘,gu1 noeng4
姑母,gu1 mou5
姓名,sing3 ming4
姥姥,lou5 lou5
姨丈,ji4 zoeng6
姨母,ji4 mou5
姿勢,zi1 sai3
姿態,zi1 taai3
威武,wai1 mou5
威風,wai1 fung1
娃娃,waa1 waa1
婆婆,po4 po4
婚禮,fan1 lai5
婚紗,fan1 saa1
婦人,fu5 jan4
媽媽,maa1 maa1
嫂子,sou2 zi2
嬰兒,jing1 ji4
嬰孩,jing1 haai4
嬸嬸,sam2 sam2
子女,zi2 neoi5
子孫,zi2 syun1
子彈,zi2 daan6 [zi2 daan2]
孔雀,hung2 zoek3
字典,zi6 din2
字帖,zi6 tip3
字樣,zi6 joeng6 [zi6 joeng2]
字母,zi6 mou5
存款,cyun4 fun2
孝順,haau3 seon6
季節,gwai3 zit3
季軍,gwai3 gwan1
孤兒,gu1 ji4
孤獨,gu1 duk6
孩子,haai4 zi2
孫子,①syun1 zi2 ②syun1 zi2
孵化,fu1 faa3
學問,hok6 man6
學堂,hok6 tong4
學年,hok6 nin4
學會,hok6 wui6 [hok6 wui2]
學期,hok6 kei4
學校,hok6 haau6
學業,hok6 jip6
學生,hok6 sang1 [hok6 saang1]
學童,hok6 tung4
學習,hok6 zaap6
學費,hok6 fai3
它們,taa1 mun4
守信,sau2 seon3
守法,sau2 faat3
安全,on1 cyun4
安危,on1 ngai4
安定,on1 ding6
安心,①on1 sam1 ②on1 sam1
安慰,on1 wai3
安排,on1 paai4
安置,on1 zi3
安裝,on1 zong1
安靜,on1 zing6
完全,jyun4 cyun4
完成,jyun4 sing4
完整,jyun4 zing2
完畢,jyun4 bat1
完美,jyun4 mei5
官立,gun1 lap6 / gun1 laap6
定價,ding6 gaa3
客人,haak3 jan4
客廳,haak3 teng1
客機,haak3 gei1
客氣,haak3 hei3
客運,haak3 wan6
宣佈,syun1 bou3
宣布,syun1 bou3
室內,sat1 noi6
宮殿,gung1 din6
害怕,hoi6 paa3
害羞,hoi6 sau1
害處,hoi6 cyu3
害蟲,hoi6 cung4
宴會,jin3 wui6
家人,gaa1 jan4
家具,gaa1 geoi6
家務,gaa1 mou6
家居,gaa1 geoi1
家庭,gaa1 ting4
家書,gaa1 syu1
家畜,gaa1 cuk1
家禽,gaa1 kam4
家私,gaa1 si1
家課,gaa1 fo3
家鄉,gaa1 hoeng1
家長,gaa1 zoeng2
容忍,jung4 jan2
容易,jung4 ji6
容許,jung4 heoi2
寂寞,zik6 mok6
富翁,fu3 jung1
富裕,fu3 jyu6
寒假,hon4 gaa3
寒冷,hon4 laang5
寓言,jyu6 jin4
察看,caat3 hon3
實在,sat6 zoi6
實物,sat6 mat6
實現,sat6 jin6
實話,sat6 waa6
寫作,se2 zok3
寬闊,fun1 fut3
寵物,cung2 mat6
寶庫,bou2 fu3
寶玉,bou2 juk6
寶石,bou2 sek6
寶藏,bou2 zong6
寶貝,bou2 bui3
寶貴,bou2 gwai3
寺廟,zi6 miu6
封面,fung1 min6 [fung1 min2]
將來,zoeng1 loi4
將軍,zoeng1 gwan1
專心,zyun1 sam1
專注,zyun1 zyu3
專長,zyun1 coeng4
尊敬,zyun1 ging3
尊重,zyun1 zung6
尋找,cam4 zaau2
對付,deoi3 fu6
對岸,deoi3 ngon6
對待,deoi3 doi6
對手,deoi3 sau2
對方,deoi3 fong1
對於,deoi3 jyu1
對比,deoi3 bei2
對稱,deoi3 cing3
對話,deoi3 waa6
對調,deoi3 diu6
對面,deoi3 min6
導遊,dou6 jau4
小丑,siu2 cau2
小便,siu2 bin6
小偷,siu2 tau1
小兒,siu2 ji4
小吃,siu2 hek3
小姐,siu2 ze2
小學,siu2 hok6
小巴,siu2 baa1
小心,siu2 sam1
小息,siu2 sik1
小數,siu2 sou3
小時,siu2 si4
小童,siu2 tung4
小組,siu2 zou2
小菜,siu2 coi3
小説,siu2 syut3
小販,siu2 faan3 [siu2 faan2]
小費,siu2 fai3
小路,siu2 lou6
小輪,siu2 leon4
小量,siu2 loeng6
小食,siu2 sik6
少年,siu3 nin4
少數,siu2 sou3
少許,siu2 heoi2
少量,siu2 loeng6
就是,①zau6 si6 ②zau6 si6
就算,zau6 syun3
尺子,cek3 zi2
尺寸,cek3 cyun3
尺碼,cek3 maa5
尾巴,mei5 baa1
屁股,pei3 gu2
居住,geoi1 zyu6
居屋,geoi1 uk1
居民,geoi1 man4
屋子,uk1 zi2
屋宇,uk1 jyu5
屋村,uk1 cyun1
屋邨,uk1 cyun1
屏幕,ping4 mok6
展品,zin2 ban2
展現,zin2 jin6
展翅,zin2 ci3
展覽,zin2 laam5
山坡,saan1 bo1
山岡,saan1 gong1
山峯,saan1 fung1
山巒,saan1 lyun4
山林,saan1 lam4
山水,saan1 seoi2
山泥,saan1 nai4
山洞,saan1 dung6
山火,saan1 fo2
山羊,saan1 joeng4
山腰,saan1 jiu1
山腳,saan1 goek3
山谷,saan1 guk1
山路,saan1 lou6
山野,saan1 je5
山頭,saan1 tau4
峽谷,haap6 guk1
工人,gung1 jan4
工作,gung1 zok3
工具,gung1 geoi6
工匠,gung1 zoeng6
工友,gung1 jau5
工地,gung1 dei6
工場,gung1 coeng4
工廠,gung1 cong2
工業,gung1 jip6
工錢,gung1 cin4
左右,zo2 jau6
巧妙,haau2 miu6
巨人,geoi6 jan4
巨大,geoi6 daai6
巫婆,mou4 po4
巫師,mou4 si1
已經,ji5 ging1
巴士,baa1 si6 [baa1 si2]
市區,si5 keoi1
市場,si5 coeng4
市民,si5 man4
布偶,bou3 ngau5
布置,bou3 zi3
帆船,faan4 syun4
希望,hei1 mong6
師生,si1 sang1
師長,si1 zoeng2
帳幕,zoeng3 mok6
帶領,daai3 ling5
帶頭,daai3 tau4
常常,soeng4 soeng4
常用,soeng4 jung6
常識,soeng4 sik1
帽子,mou6 zi2 / mou2 zi2
幫助,bong1 zo6
幫忙,bong1 mong4
平分,ping4 fan1
平地,ping4 dei6
平均,ping4 gwan1
平安,ping4 on1
平定,ping4 ding6
平常,ping4 soeng4
平手,ping4 sau2
平日,ping4 jat6
平時,ping4 si4
平民,ping4 man4
平滑,ping4 waat6
平等,ping4 dang2
平靜,ping4 zing6
平面,ping4 min6 [ping4 min2]
年份,nin4 fan6
年宵,nin4 siu1
年底,nin4 dai2
年畫,nin4 waa6 [nin4 waa2]
年紀,nin4 gei2
年級,nin4 kap1
年花,nin4 faa1
年輕,nin4 hing1
年青,nin4 cing1
年齡,nin4 ling4
幸好,hang6 hou2
幸福,hang6 fuk1
幸運,hang6 wan6
幼兒,jau3 ji4
幼小,jau3 siu2
幼年,jau3 nin4
幼苗,jau3 miu4
幾乎,gei1 fu4
底下,dai2 haa6
底片,dai2 pin3 [dai2 pin2]
店舖,dim3 pou3
店鋪,dim3 pou3
度數,dou6 sou3
度過,dou6 gwo3
座位,zo6 wai6 [zo6 wai2]
康復,hong1 fuk6
康樂,hong1 lok6
廁所,ci3 so2
廚師,cyu4 si1 / ceoi4 si1
廚房,cyu4 fong4 / ceoi4 fong4
廢物,①fai3 mat6 ①fai3 mat6
廣告,gwong2 gou3
廣場,gwong2 coeng4
廣大,gwong2 daai6
廣州,gwong2 zau1
廣播,gwong2 bo3
廣東,gwong2 dung1
廣闊,gwong2 fut3
延伸,jin4 san1
延長,jin4 coeng4
建築,gin3 zuk1
建設,gin3 cit3
建議,gin3 ji5
建造,gin3 zou6
式樣,sik1 joeng6 [sik1 joeng2]
引導,jan5 dou6
引起,jan5 hei2
弟兄,dai6 hing1
弟弟,dai6 dai6
弱智,joek6 zi3
弱能,joek6 nang4
張開,zoeng1 hoi1
強壯,koeng4 zong3
強度,koeng4 dou6
強烈,koeng4 lit6
彈弓,daan6 gung1
彎曲,waan1 kuk1
彗星,seoi6 sing1
形容,jing4 jung4
形狀,jing4 zong6
彩色,coi2 sik1
彩虹,coi2 hung4
影子,jing2 zi2
影片,jing2 pin3 [jing2 pin2]
影碟,jing2 dip6 [jing2 dip2]
影迷,jing2 mai4
影院,jing2 jyun2
影響,jing2 hoeng2
往常,wong5 soeng4
後來,hau6 loi4
後天,①hau6 tin1 ②hau6 tin1
後悔,hau6 fui3
後方,hau6 fong1
後果,hau6 gwo2
後退,hau6 teoi3
後頭,hau6 tau4
得主,dak1 zyu2
得以,dak1 ji5
得分,dak1 fan1
得到,dak1 dou3
得益,dak1 jik1
得知,dak1 zi1
從來,cung4 loi4
從前,cung4 cin4
從小,cung4 siu2
從新,cung4 san1
從此,cung4 ci2
復活,fuk6 wut6
微小,mei4 siu2
微笑,mei4 siu3
心中,sam1 zung1
心得,sam1 dak1
心思,sam1 si1
心急,sam1 gap1
心情,sam1 cing4
心意,sam1 ji3
心愛,sam1 oi3
心腸,sam1 coeng4
心臟,sam1 zong6
心裏,sam1 leoi5
心跳,sam1 tiu3
必定,bit1 ding6
必需,bit1 seoi1
必須,bit1 seoi1
忌廉,gei6 lim4 [gei6 lim1]
忍耐,jan2 noi6
志願,zi3 jyun6
忘卻,mong4 koek3
忘記,mong4 gei3
忙碌,mong4 luk1
忠告,zung1 guk1
忠實,zung1 sat6
忠誠,zung1 sing4
快樂,faai3 lok6
快活,faai3 wut6
快餐,faai3 caan1
念書,nim6 syu1
忽然,fat1 jin4
怎樣,zam2 joeng6
怎麼,zam2 mo1
思念,si1 nim6
思想,si1 soeng2
急促,gap1 cuk1
急忙,gap1 mong4
急救,gap1 gau3
急速,gap1 cuk1
性別,sing3 bit6
性格,sing3 gaak3
怪物,gwaai3 mat6
怪獸,gwaai3 sau3
恆心,hang4 sam1
恐嚇,hung2 haak3
恐怕,hung2 paa3
恐怖,hung2 bou3
恤衫,seot1 saam1
恩人,jan1 jan4
恩怨,jan1 jyun3
恩情,jan1 cing4
恭喜,gung1 hei2
恭賀,gung1 ho6
恰好,hap1 hou2
恰當,hap1 dong3
悄悄,ciu2 ciu2 / ciu3 ciu3
悠閒,jau4 haan4
悦耳,jyut6 ji5
悲慘,bei1 caam2
悶熱,mun6 jit6
情形,cing4 jing4
情況,cing4 fong3
惦記,dim3 gei3
想法,soeng2 faat3
愉快,jyu4 faai3
意外,ji3 ngoi6
意思,ji3 si3
意見,ji3 gin3
愛人,oi3 jan4
愛國,oi3 gwok3
愛心,oi3 sam1
愛惜,oi3 sik1
愛戴,oi3 daai3
愛護,oi3 wu6
感人,gam2 jan4
感冒,gam2 mou6
感動,gam2 dung6
感受,gam2 sau6
感情,gam2 cing4
感激,gam2 gik1
感覺,gam2 gok3
感謝,gam2 ze6
慈祥,ci4 coeng4
態度,taai3 dou6
慌張,fong1 zoeng1
慌忙,fong1 mong4
慚愧,caam4 kwai5
慶祝,hing3 zuk1
憎恨,zang1 han6
憤怒,fan5 nou6
懂得,dung2 dak1
應付,jing3 fu6
應用,jing3 jung6
應當,jing1 dong1
應該,jing1 goi1
懶惰,laan5 do6
懷念,waai4 nim6
懷抱,waai4 pou5
懷疑,waai4 ji4
懸掛,jyun4 gwaa3
成人,sing4 jan4
成功,sing4 gung1
成員,sing4 jyun4
成年,sing4 nin4
成為,sing4 wai4
成熟,sing4 suk6
成績,sing4 zik1
成羣,sing4 kwan4
成語,sing4 jyu5
成長,sing4 zoeng2
我們,ngo5 mun4
戒指,gaai3 zi2
戒毒,gaai3 duk6
或者,waak6 ze2
或許,waak6 heoi2
戰士,zin3 si6
戰火,zin3 fo2
戰鬥,zin3 dau3
戲院,hei3 jyun2
户主,wu6 zyu2
户口,wu6 hau2
户外,wu6 ngoi6
房子,fong4 zi2
房屋,fong4 uk1
房東,fong4 dung1
房車,fong4 ce1 [fong2 ce1]
房間,fong4 gaan1
所以,so2 ji5
所有,so2 jau5
所見,so2 gin3
扇子,sin3 zi2
手冊,sau2 caak3
手勢,sau2 sai3
手套,sau2 tou3
手工,sau2 gung1
手帕,sau2 paak3
手指,sau2 zi2
手掌,sau2 zoeng2
手提,sau2 tai4
手柄,sau2 beng3
手槍,sau2 coeng1
手機,sau2 gei1
手腕,sau2 wun2
手腳,sau2 goek3
手臂,sau2 bei3
手藝,sau2 ngai6
手術,sau2 seot6
手袋,sau2 doi6 [sau2 doi2]
手錶,sau2 biu1
才幹,coi4 gon3
打仗,daa2 zoeng3
打印,daa2 jan3
打工,daa2 gung1
打扮,daa2 baan3
打掃,daa2 sou3
打擾,daa2 jiu2 / daa2 jiu5
打敗,daa2 baai6
打架,daa2 gaa3
打獵,daa2 lip6
打破,daa2 po3
打算,daa2 syun3
打針,daa2 zam1
打開,daa2 hoi1
扮演,baan6 jin2
扶手,fu4 sau2
批准,pai1 zeon2
找到,zaau2 dou3
找尋,zaau2 cam4
承認,sing4 jing6
把握,baa2 ak1
投票,tau4 piu3
投訴,tau4 sou3
投降,tau4 hong4
抬頭,toi4 tau4
抵抗,dai2 kong3
押金,aat3 gam1
抽簽,cau1 cim1
拆除,caak3 ceoi4
拍戲,paak3 hei3
拍攝,paak3 sip3
拍檔,paak3 dong3
拍照,paak3 ziu3
拐彎,gwaai2 waan1
拒絕,keoi5 zyut6
拖鞋,to1 haai4
拘捕,keoi1 bou6
招呼,ziu1 fu1
招待,ziu1 doi6
招生,ziu1 sang1
拜年,baai3 nin4
拜祭,baai3 zai3
拜訪,baai3 fong2
括弧,kut3 wu4
拳頭,kyun4 tau4
指出,zi2 ceot1
指定,zi2 ding6
指導,zi2 dou6
指揮,zi2 fai1
指示,zi2 si6
按照,on3 ziu3
按金,on3 gam1
按鈕,on3 nau2
挑戰,tiu1 zin3
挑選,tiu1 syun2
捕捉,bou6 zuk1
捕食,bou6 sik6
捕魚,bou6 jyu4
掃帚,sou3 zaau2
掌心,zoeng2 sam1
掌聲,zoeng2 sing1
排列,paai4 lit6
排名,paai4 ming4
排球,paai4 kau4
排隊,paai4 deoi6 [paai4 deoi2]
掙扎,zang1 zaat3
掛念,gwaa3 nim6
掛號,gwaa3 hou6
採用,coi2 jung6
採訪,coi2 fong2
探員,taam3 jyun4
探望,taam3 mong6
探親,taam3 can1
探訪,taam3 fong2
接受,zip3 sau6
接替,zip3 tai3
接獲,zip3 wok6
接着,zip3 zoek6
接見,zip3 gin3
接近,zip3 gan6
接送,zip3 sung3
推行,teoi1 hang4
提供,tai4 gung1
提出,tai4 ceot1
提前,tai4 cin4
提子,tai4 zi2
提早,tai4 zou2
提示,tai4 si6
提起,tai4 hei2
提醒,tai4 sing2
插秧,caap3 joeng1
握手,ak1 sau2
揮手,fai1 sau2
揮春,fai1 ceon1
損壞,syun2 waai6
損失,syun2 sat1
損害,syun2 hoi6
搖擺,jiu4 baai2
搖頭,jiu4 tau4
搗亂,dou2 lyun6
搗蛋,dou2 daan6 [dou2 daan2]
搜集,sau1 zaap6 / sau2 zaap6
搬家,bun1 gaa1
搬運,bun1 wan6
搶先,coeng2 sin1
搶救,coeng2 gau3
摩打,mo1 daa2
摩托,mo1 tok3
摩登,mo1 dang1
撒嬌,saat3 giu1
播放,bo3 fong3
播映,bo3 jing2
播種,bo3 zung2
擁有,jung2 jau5
擂台,leoi4 toi4
擊敗,gik1 baai6
操場,cou1 coeng4
操心,cou1 sam1
操行,cou1 hang6
擔子,daam3 zi2
擔心,daam1 sam1
擴張,kwok3 zoeng1
