word,jyutping
東歪西倒,dung1 waai1 sai1 dou2
東窗事發,dung1 coeng1 si6 faat3
林林總總,lam4 lam4 zung2 zung2
栩栩如生,heoi2 heoi2 jyu4 sang1
根深蒂固,gan1 sam1 dai3 gu3
格格不入,gaak3 gaak3 bat1 jap6
桃紅柳綠,tou4 hung4 lau5 luk6
榮華富貴,wing4 waa4 fu3 gwai3
槍林彈雨,coeng1 lam4 daan6 jyu5
樂在其中,lok6 zoi6 kei4 zung1
樂極生悲,lok6 gik6 sang1 bei1
樂此不疲,lok6 ci2 bat1 pei4
樂而忘返,lok6 ji4 mong4 faan2
標奇立異,biu1 kei4 laap6 ji6
標新立異,biu1 san1 laap6 ji6
橫七豎八,waang4 cat1 syu6 baat3
橫衝直撞,waang4 cung1 zik6 zong6
欣喜若狂,jan1 hei2 joek6 kwong4
欣欣向榮,jan1 jan1 hoeng3 wing4
歡天喜地,fun1 tin1 hei2 dei6
此時此刻,ci2 si4 ci2 haak1
此起彼伏,ci2 hei2 bei2 fuk6
此起彼落,ci2 hei2 bei2 lok6
步步為營,bou6 bou6 wai4 jing4
歷歷在目,lik1 lik1 zoi6 muk6
歸根結底,gwai1 gan1 git3 dai2
歸根結柢,gwai1 gan1 git3 dai2
死去活來,sei2 heoi3 wut6 loi4
死心塌地,sei2 sam1 taap3 dei6
死灰復燃,sei2 fui1 fuk6 jin4
毀於一旦,wai2 jyu1 jat1 daan3
毛骨悚然,mou4 gwat1 sung2 jin4
氣急敗壞,hei3 gap1 baai6 waai6
氣象萬千,hei3 zoeng6 maan6 cin1
水到渠成,seoi2 dou3 keoi4 sing4
水漲船高,seoi2 zoeng3 syun4 gou1
永垂不朽,wing5 seoi4 bat1 nau2
求之不得,kau4 zi1 bat1 dak1
汗流浹背,hon6 lau4 zip3 bui3
汗馬功勞,hon6 maa5 gung1 lou4
汪洋大海,wong1 joeng4 daai6 hoi2
沒精打采,mut6 zing1 daa2 coi2
油然而生,jau4 jin4 ji4 sang1
沾沾自喜,zim1 zim1 zi6 hei2
波瀾壯闊,bo1 laan4 zong3 fut3
泣不成聲,jap1 bat1 sing4 sing1
活靈活現,wut6 ling4 wut6 jin6
流連忘返,lau4 lin4 mong4 faan2
流離失所,lau4 lei4 sat1 so2
浪跡天涯,long6 zik1 tin1 ngaai4
海闊天空,hoi2 fut3 tin1 hung1
深思熟慮,sam1 si1 suk6 leoi6
渾然天成,wan4 jin4 tin1 sing4
湖光山色,wu4 gwong1 saan1 sik1
源遠流長,jyun4 jyun5 lau4 coeng4
溫故知新,wan1 gu3 zi1 san1
溫文爾雅,wan1 man4 ji5 ngaa5
滿目瘡痍,mun5 muk6 cong1 ji4
滿載而歸,mun5 zoi2 ji4 gwai1
漫不經心,maan6 bat1 ging1 sam1
潔身自愛,git3 san1 zi6 oi3
潛移默化,cim4 ji4 mak6 faa3
潰不成軍,kui2 bat1 sing4 gwan1
濫竽充數,laam5 jyu1 cung1 sou3
火上加油,fo2 soeng6 gaa1 jau4
為所欲為,wai4 so2 juk6 wai4
為非作歹,wai4 fei1 zok3 daai2
烏煙瘴氣,wu1 jin1 zoeng3 hei3
無中生有,mou4 zung1 sang1 jau5
無人問津,mou4 jan4 man6 zeon1
無依無靠,mou4 ji1 mou4 kaau3
無出其右,mou4 ceot1 kei4 jau6
無可厚非,mou4 ho2 hau5 fei1
無可救藥,mou4 ho2 gau3 joek6
無堅不摧,mou4 gin1 bat1 ceoi1
無孔不入,mou4 hung2 bat1 jap6
無影無蹤,mou4 jing2 mou4 zung1
無往不利,mou4 wong5 bat1 lei6
無惡不作,mou4 ok3 bat1 zok3
無憂無慮,mou4 jau1 mou4 leoi6
無所遁形,mou4 so2 deon6 jing4
無拘無束,mou4 keoi1 mou4 cuk1
無日無之,mou4 jat6 mou4 zi1
無時無刻,mou4 si4 mou4 hak1
無法無天,mou4 faat3 mou4 tin1
無牽無掛,mou4 hin1 mou4 gwaa3
無獨有偶,mou4 duk6 jau5 ngau5
無理取鬧,mou4 lei5 ceoi2 naau6
無的放矢,mou4 dik1 fong3 ci2
無窮無盡,mou4 kung4 mou4 zeon6
無精打采,mou4 zing1 daa2 coi2
無緣無故,mou4 jyun4 mou4 gu3
無與倫比,mou4 jyu5 leon4 bei2
焦頭爛額,ziu1 tau4 laan6 ngaak6
煞有介事,saat3 jau5 gaai3 si6
煞費苦心,saat3 fai3 fu2 sam1
熟視無睹,suk6 si6 mou4 dou2
燃眉之急,jin4 mei4 zi1 gap1
燬於一旦,wai2 jyu1 jat1 daan3
爭妍鬥麗,zang1 jin4 dau3 lai6
物有所值,mat6 jau5 so2 zik6
物盡其用,mat6 zeon6 kei4 jung6
牽腸掛肚,hin1 coeng4 gwaa3 tou5
狐假虎威,wu4 gaa2 fu2 wai1
狹路相逢,haap3 lou6 soeng1 fung4
狼吞虎嚥,long4 tan1 fu2 jin3
猶豫不決,jau4 jyu4 bat1 kyut3
獨佔鰲頭,duk6 zim3 ngou4 tau4
獨樹一幟,duk6 syu6 jat1 ci3
獨當一面,duk6 dong1 jat1 min6
珍饈百味,zan1 sau1 baak3 mei6
珠光寶氣,zyu1 gwong1 bou2 hei3
琅琅上口,long4 long4 soeng5 hau2
理直氣壯,lei5 zik6 hei3 zong3
生生不息,sang1 sang1 bat1 sik1
畫蛇添足,waak6 se4 tim1 zuk1
異曲同工,ji6 kuk1 tung4 gung1
當之無愧,dong1 zi1 mou4 kwai5
當機立斷,dong1 gei1 laap6 dyun6
痛定思痛,tung3 ding6 si1 tung3
痛心疾首,tung3 sam1 zat6 sau2
痛改前非,tung3 goi2 cin4 fei1
瘦骨嶙峋,sau3 gwat1 leon4 seon1
登峰造極,dang1 fung1 cou3 gik6
發人深省,faat3 jan4 sam1 sing2
發憤圖強,faat3 fan5 tou4 koeng4
白頭偕老,baak6 tau4 gaai1 lou5
百家爭鳴,baak3 gaa1 zang1 ming4
百折不撓,baak3 zit3 bat1 naau5
皆大歡喜,gaai1 daai6 fun1 hei2
盡心盡力,zeon6 sam1 zeon6 lik6
盡忠報國,zeon6 zung1 bou3 gwok3
目不識丁,muk6 bat1 sik1 ding1
目不轉睛,muk6 bat1 zyun2 zing1
目中無人,muk6 zung1 mou4 jan4
目光如炬,muk6 gwong1 jyu4 geoi6
盲婚啞嫁,maang4 fan1 aa2 gaa3
直言不諱,zik6 jin4 bat1 wai5
相依為命,soeng1 ji1 wai4 ming6
相形見絀,soeng1 jing4 gin3 zyut3
相得益彰,soeng1 dak1 jik1 zoeng1
相輔相成,soeng1 fu6 soeng1 sing4
眉開眼笑,mei4 hoi1 ngaan5 siu3
眉飛色舞,mei4 fei1 sik1 mou5
真憑實據,zan1 pang4 sat6 geoi3
真相大白,zan1 soeng3 daai6 baak6
真知灼見,zan1 zi1 coek3 gin3
眾望所歸,zung3 mong6 so2 gwai1
眾目睽睽,zung3 muk6 kwai4 kwai4
眾說紛紜,zung3 syut3 fan1 wan4
瞠目結舌,caang1 muk6 git3 sit3
瞬息萬變,seon3 sik1 maan6 bin3
知己知彼,zi1 gei2 zi1 bei2
知難而退,zi1 naan4 ji4 teoi3
短兵相接,dyun2 bing1 soeng1 zip3
破口大罵,po3 hau2 daai6 maa6
破涕為笑,po3 tai3 wai4 siu3
破釜沉舟,po3 fu2 cam4 zau1
碩果僅存,sek6 gwo2 gan2 cyun4
神出鬼沒,san4 ceot1 gwai2 mut6
神機妙算,san4 gei1 miu6 syun3
神通廣大,san1 tung1 gwong2 daai6
神采飛揚,san4 coi2 fei1 joeng4
秋後算帳,cau1 hau6 syun3 zoeng3
秋高氣爽,cau1 gou1 hei3 song2
稱心滿意,cing3 sam1 mun5 ji3
積少成多,zik1 siu2 sing4 do1
穩如泰山,wan2 jyu4 taai3 saan1
穩操勝券,wan2 cou1 sing3 hyun3
空穴來風,hung1 jyut6 loi4 fung1
空空如也,hung1 hung1 jyu4 jaa5
穿針引線,cyun1 zam1 jan5 sin3
突飛猛進,dat6 fei1 maang5 zeon3
窮途末路,kung4 tou4 mut6 lou6
窮鄉僻壤,kung4 hoeng1 pik1 joeng6
竊竊私語,sit3 sit3 si1 jyu5
立竿見影,laap6 gon1 gin3 jing2
笑口常開,siu3 hau2 soeng4 hoi1
笑容可掬,siu3 jung4 ho2 guk1
笑逐顏開,siu3 zuk6 ngaan4 hoi1
筋疲力盡,gan1 pei4 lik6 zeon6
節外生枝,zit3 ngoi6 sang1 zi1
粉飾太平,fan2 sik1 taai3 ping4
粉飾昇平,fan2 sik1 sing1 ping4
粉骨碎身,fan2 gwat1 seoi3 san1
粗心大意,cou1 sam1 daai6 ji3
粗製濫造,cou1 zai3 laam5 zou6
粗言穢語,cou1 jin4 wai3 jyu5
精打細算,zing1 daa2 sai3 syun3
精挑細選,zing1 tiu1 sai3 syun2
精疲力竭,zing1 pei4 lik6 kit3
糾纏不清,gau2 cin4 bat1 cing1
約法三章,joek3 faat3 saam1 zoeng1
紙上談兵,zi2 soeng6 taam4 bing1
結結巴巴,git3 git3 baa1 baa1
絕無僅有,zyut6 mou4 gan2 jau5
絞盡腦汁,gaau2 zeon6 nou5 zap1
絡繹不絕,lok6 jik6 bat1 zyut6
經年累月,ging1 nin4 leoi4 jyut6
綽綽有餘,coek3 coek3 jau5 jyu4
縱橫交錯,zung1 waang4 gaau1 co3
繩之於法,sing4 zi1 jyu1 faat3
繼往開來,gai3 wong5 hoi1 loi4
罄竹難書,hing3 zuk1 naan4 syu1
罪魁禍首,zeoi6 fui1 wo6 sau2
置之不理,zi3 zi1 bat1 lei5
置之度外,zi3 zi1 dou6 ngoi6
置若罔聞,zi3 joek6 mong5 man4
置諸不理,zi3 zyu1 bat1 lei5
置諸度外,zi3 zyu1 dou6 ngoi6
置身事外,zi3 san1 si6 ngoi6
美侖美奐,mei5 leon4 mei5 wun6
美輪美奐,mei5 leon4 mei5 wun6
群策群力,kwan4 caak3 kwan4 lik6
群龍無首,kwan4 lung4 mou4 sau2
義不容辭,ji6 bat1 jung4 ci4
義正辭嚴,ji6 zing3 ci4 jim4
習以為常,zaap6 ji5 wai4 soeng4
翩翩起舞,pin1 pin1 hei2 mou5
翹首以待,kiu4 sau2 ji5 doi6
翻來覆去,faan1 loi4 fuk1 heoi3
翻天覆地,faan1 tin1 fuk1 dei6
翻山越嶺,faan1 saan1 jyut6 leng5
翻雲覆雨,faan1 wan4 fuk1 jyu5
耀武揚威,jiu6 mou5 joeng4 wai1
老生常談,lou5 sang1 soeng4 taam4
老當益壯,lou5 dong1 jik1 zong3
耳濡目染,ji5 jyu4 muk6 jim5
耿耿於懷,gang2 gang2 jyu1 waai4
聚精會神,zeoi6 zing1 wui6 san4
聞風喪膽,man4 fung1 song3 daam2
聲名大噪,sing1 ming4 daai6 cou3
聲嘶力竭,sing1 sai1 lik6 kit3
肆無忌憚,si3 mou4 gei6 daan6
背道而馳,bui3 dou6 ji4 ci4
胡作非為,wu4 zok3 fei1 wai4
胡思亂想,wu4 si1 lyun6 soeng2
胡說八道,wu4 syut3 baat3 dou6
胸有成竹,hung1 jau5 sing4 zuk1
能歌善舞,nang4 go1 sin6 mou5
脫口而出,tyut3 hau2 ji4 ceot1
腳踏實地,goek3 daap6 sat6 dei6
膽大妄為,daam2 daai6 mong5 wai4
膽戰心驚,daam2 zin3 sam1 geng1
自以為是,zi6 ji5 wai4 si6
自吹自擂,zi6 ceoi1 zi6 leoi4
自告奮勇,zi6 gou3 fan5 jung5
自圓其說,zi6 jyun4 kei4 syut3
自始至終,zi6 ci2 zi3 zung1
自強不息,zi6 koeng4 bat1 sik1
自得其樂,zi6 dak1 kei4 lok6
自暴自棄,zi6 bou6 zi6 hei3
自欺欺人,zi6 hei1 hei1 jan4
自然而然,zi6 jin4 ji4 jin4
自由自在,zi6 jau4 zi6 zoi6
自相矛盾,zi6 soeng1 maau4 teon5
自知之明,zi6 zi1 zi1 ming4
自私自利,zi6 si1 zi6 lei6
自給自足,zi6 kap1 zi6 zuk1
自討苦吃,zi6 tou2 fu2 hek3
自身難保,zi6 san1 naan4 bou2
自食其力,zi6 sik6 kei4 lik6
與世長辭,jyu5 sai3 coeng4 ci4
與日俱增,jyu5 jat6 keoi1 zang1
興風作浪,hing1 fung1 zok3 long6
舉世無雙,geoi2 sai3 mou4 soeng1
舉世聞名,geoi2 sai3 man4 ming4
舉棋不定,geoi2 kei4 bat1 ding6
舉步維艱,geoi2 bou6 wai4 gaan1
舉目無親,geoi2 muk6 mou4 can1
舐犢情深,saai2 duk6 cing4 sam1
良師益友,loeng4 si1 jik1 jau5
良莠不齊,loeng4 jau5 bat1 cai4
良辰美景,loeng4 san4 mei5 ging2
花枝招展,faa1 zi1 ziu1 zin2
花花綠綠,faa1 faa1 luk6 luk6
花言巧語,faa1 jin4 haau2 jyu5
若即若離,joek6 zik1 joek6 lei4
若有所失,joek6 jau5 so2 sat1
若無其事,joek6 mou4 kei4 si6
若隱若現,joek6 jan2 joek6 jin6
苦不堪言,fu2 bat1 ham1 jin4
苦中作樂,fu2 zung1 zok3 lok6
苦口婆心,fu2 hau2 po4 sam1
草木皆兵,cou2 muk6 gaai1 bing1
莫衷一是,mok6 cung1 jat1 si6
萍水相逢,ping4 seoi2 soeng1 fung4
萬事俱備,maan6 si6 keoi1 bei6
萬人空巷,maan6 jan4 hung1 hong6
萬無一失,maan6 mou4 jat1 sat1
萬眾一心,maan6 zung3 jat1 sam1
萬紫千紅,maan6 zi2 cin1 hung4
落井下石,lok6 zeng2 haa6 sek6
落荒而逃,lok6 fong1 ji4 tou4
蒸蒸日上,zing1 zing1 jat6 soeng5
蔚為奇觀,wai3 wai4 kei4 gun1
蕩然無存,dong6 jin4 mou4 cyun4
虎視眈眈,fu2 si6 daam1 daam1
虎頭蛇尾,fu2 tau4 se4 mei5
處變不驚,cyu3 bin3 bat1 ging1
虛張聲勢,heoi1 zoeng1 sing1 sai3
虛有其表,heoi1 jau5 kei4 biu2
蛛絲馬跡,zyu1 si1 maa5 zik1
融會貫通,jung4 wui6 gun3 tung1
蠢蠢欲動,ceon2 ceon2 juk6 dung6
行雲流水,haang4 wan4 lau4 seoi2
街談巷議,gaai1 taam4 hong6 ji5
街頭巷尾,gaai1 tau4 hong6 mei5
衝口而出,cung1 hau2 ji4 ceot1
衝鋒陷陣,cung1 fung1 ham6 zan6
衣冠楚楚,ji1 gun1 co2 co2
衣衫襤褸,ji1 saam1 laam4 lau5
袖手旁觀,zau6 sau2 pong4 gun1
裝模作樣,zong1 mou4 zok3 joeng6
裹足不前,gwo2 zuk1 bat1 cin4
見仁見智,gin3 jan4 gin3 zi3
見利忘義,gin3 lei6 mong4 ji6
見怪不怪,gin3 gwaai3 bat1 gwaai3
見死不救,gin3 sei2 bat1 gau3
見義勇為,gin3 ji6 jung5 wai4
視而不見,si6 ji4 bat1 gin3
視若無睹,si6 joek6 mou4 dou2
親力親為,can1 lik6 can1 wai4
觸目皆是,zuk1 muk6 gaai1 si6
言猶在耳,jin4 jau4 zoi6 ji5
言過其實,jin4 gwo3 kei4 sat6
記憶猶新,gei3 jik1 jau4 san1
設身處地,cit3 san1 cyu5 dei6
評頭品足,ping4 tau4 ban2 zuk1
詩情畫意,si1 cing4 waa2 ji3
語重心長,jyu5 zung6 sam1 coeng4
說三道四,syut3 saam1 dou6 sei3
調兵遣將,diu6 bing1 hin2 zoeng3
談何容易,taam4 ho4 jung4 ji6
談天說地,taam4 tin1 syut3 dei6
談笑風生,taam4 siu3 fung1 sang1
論功行賞,leon6 gung1 hang4 soeng2
諸如此類,zyu1 jyu4 ci2 leoi6
議論紛紛,ji5 leon6 fan1 fan1
讚不絕口,zaan3 bat1 zyut6 hau2
豆蔻年華,dau6 kau3 nin4 waa4
豐功偉績,fung1 gung1 wai5 zik1
財源廣進,coi4 jyun4 gwong2 zeon3
責無旁貸,zaak3 mou4 pong4 taai3
費盡心思,fai3 zeon6 sam1 si1
賓至如歸,ban1 zi3 jyu4 gwai1
賞心樂事,soeng2 sam1 lok6 si6
質樸無華,zat1 pok3 mou4 waa4
赫赫有名,haak1 haak1 jau5 ming4
走投無路,zau2 tau4 mou4 lou6
走馬看花,zau2 maa5 hon3 faa1
趨之若鶩,ceoi1 zi1 joek6 mou6
足不出户,zuk1 bat1 ceot1 wu6
跌跌撞撞,dit3 dit3 zong6 zong6
躍然紙上,joek3 jin4 zi2 soeng6
躍躍欲試,joek3 joek3 juk6 si3
躡手躡腳,sip6 sau2 sip6 goek3
身不由己,san1 bat1 jau4 gei2
身先士卒,san1 sin1 si6 zeot1
身經百戰,san1 ging1 baak3 zin3
車水馬龍,geoi1 seoi2 maa5 lung4
軒然大波,hin1 jin4 daai6 bo1
軟硬兼施,jyun5 ngaang6 gim1 si1
載歌載舞,zoi3 go1 zoi3 mou5
輕描淡寫,hing1 miu4 daam6 se2
輕舉妄動,hing1 geoi2 mong5 dung6
轟轟烈烈,gwang1 gwang1 lit6 lit6
迎刃而解,jing4 jan6 ji4 gaai2
迎頭趕上,jing4 tau4 gon2 soeng5
返老還童,faan2 lou5 waan4 tung4
迫不得已,bik1 bat1 dak1 ji5
迫在眉睫,bik1 zoi6 mei4 zit6
逃之夭夭,tou4 zi1 jiu1 jiu1
逆來順受,jik6 loi4 seon6 sau6
逍遙法外,siu1 jiu4 faat3 ngoi6
通宵達旦,tung1 siu1 daat6 daan3
速戰速決,cuk1 zin3 cuk1 kyut3
遊山玩水,jau4 saan1 wun6 seoi2
遊手好閒,jau4 sau2 hou3 haan4
過目不忘,gwo3 muk6 bat1 mong4
過關斬將,gwo3 gwaan1 zaam2 zoeng3
達官貴人,daat6 gun1 gwai3 jan4
遠走高飛,jyun5 zau2 gou1 fei1
適可而止,sik1 ho2 ji4 zi2
適得其反,sik1 dak1 kei4 faan2
避重就輕,bei6 cung5 zau6 heng1
郎才女貌,long4 coi4 neoi5 maau6
醉生夢死,zeoi3 sang1 mung6 sei2
重蹈覆轍,cung4 dou6 fuk1 cit3
量入為出,loeng6 jap6 wai4 ceot1
量力而為,loeng6 lik6 ji4 wai4
量體裁衣,loeng4 tai2 coi4 ji1
金戈鐵馬,gam1 gwo1 tit3 maa5
金童玉女,gam1 tung4 juk6 neoi5
針鋒相對,zam1 fung1 soeng1 deoi3
銳不可當,jeoi6 bat1 ho2 dong1
鋌而走險,ting5 ji4 zau2 him2
鋪天蓋地,pou1 tin1 goi3 dei6
鍥而不捨,kit3 ji4 bat1 se2
鐵石心腸,tit3 sek6 sam1 coeng4
鑼鼓喧天,lo4 gu2 hyun1 tin1
長子嫡孫,zoeng2 zi2 dik1 syun1
長年累月,coeng4 nin4 leoi6 jyut6
長治久安,coeng4 zi6 gau2 on1
長途跋涉,coeng4 tou4 bat6 sip3
長驅直入,coeng4 keoi1 zik6 jap6
門户之見,mun4 wu6 zi1 gin3
門當户對,mun4 dong1 wu6 deoi3
閉門造車,bai3 mun4 zou6 geoi1
開天闢地,hoi1 tin1 pik1 dei6
開源節流,hoi1 jyun4 zit3 lau4
開門見山,hoi1 mun4 gin3 saan1
防不勝防,fong4 bat1 sing1 fong4
除惡務盡,ceoi4 ok3 mou6 zeon6
陽奉陰違,joeng4 fung6 jam1 wai4
隨波逐流,ceoi4 bo1 zuk6 lau4
險象環生,him2 zoeng6 waan4 sang1
雄心勃勃,hung4 sam1 but6 but6
雄心壯志,hung4 sam1 zong3 zi3
雄心萬丈,hung4 sam1 maan6 zoeng6
雄才偉略,hung4 coi4 wai5 loek6
雅俗共賞,ngaa5 zuk6 gung6 soeng2
集思廣益,zaap6 si1 gwong2 jik1
雖敗猶榮,seoi1 baai6 jau4 wing4
雙管齊下,soeng1 gun2 cai4 haa6
雜亂無章,zaap6 lyun6 mou4 zoeng1
難以置信,naan4 ji5 zi3 seon3
難兄難弟,naan4 hing1 naan4 dai6
難分難解,naan4 fan1 naan4 gaai2
難辭其咎,naan4 ci4 kei4 gau3
雨後春筍,jyu5 hau6 ceon1 seon2
雷霆萬鈞,leoi4 ting4 maan6 gwan1
震耳欲聾,zan3 ji5 juk6 lung4
靈丹妙藥,ling4 daan1 miu6 joek6
靈機一動,ling4 gei1 jat1 dung6
靈機一觸,ling4 gei1 jat1 zuk1
青梅竹馬,cing1 mui4 zuk1 maa5
非同凡響,fei1 tung4 faan4 hoeng2
非同小可,fei1 tung4 siu2 ho2
非驢非馬,fei1 leoi4 fei1 maa5
面不改容,min6 bat1 goi2 jung4
面不改色,min6 bat1 goi2 sik1
面目全非,min6 muk6 cyun4 fei1
面紅耳赤,min6 hung4 ji5 cek3
面面相覷,min6 min6 soeng1 ceoi3
頂天立地,ding2 tin1 laap6 dei6
順其自然,seon6 kei4 zi6 jin4
順水推舟,seon6 seoi2 teoi1 zau1
頭昏眼花,tau4 fan1 ngaan5 faa1
頭破血流,tau4 po3 hyut3 lau4
頭頭是道,tau4 tau4 si6 dou6
顛倒黑白,din1 dou2 hak1 baak6
顧此失彼,gu3 ci2 sat1 bei2
風吹草動,fung1 ceoi1 cou2 dung6
風吹雨打,fung1 ceoi1 jyu5 daa2
風和日麗,fung1 wo4 jat6 lai6
風塵僕僕,fung1 can4 buk6 buk6
風聲鶴唳,fung1 sing1 hok6 leoi6
風調雨順,fung1 tiu4 jyu5 seon6
風起雲湧,fung1 hei2 wan4 jung2
風雲變幻,fung1 wan4 bin3 waan6
飛簷走壁,fei1 sim4 zau2 bik1
饑寒交迫,gei1 hon4 gaau1 bik1
馬不停蹄,maa5 bat1 ting4 tai4
馬到功成,maa5 dou3 gung1 sing4
馬首是瞻,maa5 sau2 si6 zim1
馬馬虎虎,maa1 maa1 fu1 fu1
駕輕就熟,gaa3 heng1 zau6 suk6
駭人聽聞,haai5 jan4 ting3 man4
騰雲駕霧,tang4 wan4 gaa3 mou6
驚天動地,ging1 tin1 dung6 dei6
驚心動魄,ging1 sam1 dung6 paak3
驚惶失措,ging1 wong4 sat1 cou3
驚濤駭浪,ging1 tou4 haai5 long6
高不可攀,gou1 bat1 ho2 paan1
高朋滿座,gou1 pang4 mun5 zo6
鬼斧神工,gwai2 fu2 san4 gung1
魂飛魄散,wan4 fei1 paak3 saan3
魚目混珠,jyu4 muk6 wan6 zyu1
鳥語花香,niu5 jyu5 faa1 hoeng1
鳳毛麟角,fung6 mou4 leon4 gok3
鴉雀無聲,aa1 zoek3 mou4 sing1
鵬程萬里,paang4 cing4 maan6 lei5
鹿死誰手,luk6 sei2 seoi4 sau2
默默無聞,mak6 mak6 mou4 man4
龍爭虎鬥,lung4 zang1 fu2 dau3
龍飛鳳舞,lung4 fei1 fung6 mou5
龐然大物,pong4 jin4 daai6 mat6
